advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	platform_code_filter	platform_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
CDH - Centre Démocrate Humaniste	CDH - Centre Démocrate Humaniste	189649407806135	Facebook	f	Facebook	34	1	837966	251000	3366	0
Open Vld	Open Vld	53668151866	Facebook	f	Facebook	29	1	820971	275000	6071	800
Gyöngyösi Márton	Országgyűlés Hivatala Jobbik Frakció	781030738624077	Facebook	f	Facebook	4	1	800996	350000	1857	928
Akcja Demokracja	Akcja Demokracja	277892342334350	Facebook	f	Facebook	6	1	765994	316000	2604	511
Tom Van Grieken	Vlaams Belang	584806884924010	Facebook	f	Facebook	5	1	755995	311000	10695	2100
Οι Έλληνες	In Progress	2273336566260671	Facebook	f	Facebook	2	1	699998	300000	1998	1000
Jobbik Magyarországért Mozgalom	Országgyűlés Hivatala Jobbik Frakció	287770891404	Facebook	f	Facebook	3	1	699997	300000	1857	928
Harald Vilimsky	FPÖ	547597092025909	Facebook	f	Facebook	4	1	649996	230000	1196	200
Kostas Dervos	Kostas Dervos	1970779819866623	Facebook	f	Facebook	14	1	629986	192000	1386	0
Demokratie in Europa - Diem25	Demokratie in Europa - DiEM25	267443093828699	Facebook	f	Facebook	24	1	613976	239000	4376	500
Caterina Avanza	Partito Democratico - Caterina Avanza	623847078064207	Facebook	f	Facebook	9	1	599991	210000	3291	600
Moderaterna	Moderaterna	7719591155	Facebook	f	Facebook	20	1	597980	244000	8212	1907
Krzysztof Jurgiel	Overs sp. z o.o.	465990636788016	Facebook	f	Facebook	6	1	571994	220000	1278	232
Parti Populaire - Le Peuple	Parti Populaire - Le Peuple	482811111771571	Facebook	f	Facebook	3	1	550997	210000	5197	1000
Werner Kogler	Die Grünen	133612666671985	Facebook	f	Facebook	2	1	549998	210000	5498	1100
Peter Mertens	PVDA	236485149843971	Facebook	f	Facebook	8	1	514992	226000	2792	500
ChristenUnie	ChristenUnie	211661062254003	Facebook	f	Facebook	20	1	509980	100000	1980	0
Carlo Calenda	Siamo Europei	131887960826264	Facebook	f	Facebook	1	1	499999	200000	499	100
Romania #nuepsd	Future Innovation	293215748279337	Facebook	f	Facebook	1	1	499999	200000	209	105
Party of the European Left	Franziska Laskowski	160598290012	Facebook	f	Facebook	1	1	499999	200000	499	100
ΣΥ.ΡΙΖ.Α.	ΣΥ.ΡΙΖ.Α.	31895177275	Facebook	f	Facebook	1	1	499999	200000	999	500
In Progress	In Progress	254883792041627	Facebook	f	Facebook	1	1	499999	200000	999	500
Cruel	In Progress	1949870255322243	Facebook	f	Facebook	1	1	499999	200000	999	500
Ομάδα Μνήμης	In Progress	230319800467420	Facebook	f	Facebook	1	1	499999	200000	999	500
USR Maramureș	USR Maramureș	1750327845246533	Facebook	f	Facebook	1	1	499999	200000	1050	210
Θοδωρής Ζαγοράκης / Thodoris Zagorakis	Θοδωρής Ζαγοράκης / Thodoris Zagorakis	235332330007800	Facebook	f	Facebook	1	1	499999	200000	499	100
Podemos Comunidad de Madrid	Unidas Podemos Izquierda Unida Madrid en Pie	261762710669900	Facebook	f	Facebook	1	1	499999	200000	4999	1000
Jakab Péter	Országgyűlés Hivatala Jobbik Frakció	781150971947219	Facebook	f	Facebook	3	1	499997	250000	1392	649
Giorgia Meloni	Fratelli d'Italia	38919827644	Facebook	f	Facebook	6	1	499994	190000	1794	300
Partido Socialista de la Región de Murcia (PSRM-PSOE)	Partido Socialista de la Región de Murcia 	154616807805	Facebook	f	Facebook	20	1	479980	108000	2380	100
VVD	VVD	121264564551002	Facebook	f	Facebook	5	1	464995	216000	1695	300
Reacciona y Actúa	Actúa 	1916676245053161	Facebook	f	Facebook	15	1	450985	129000	1485	0
Elżbieta Łukacijewska	EPL	271399596270991	Facebook	f	Facebook	10	1	426990	151000	1742	325
Valter Flego	IDS - Istarski Demokratski Sabor	441675022557503	Facebook	f	Facebook	7	1	404993	141000	1093	100
Γιώργος Καμίνης	Georgios Kaminis	186974508081005	Facebook	f	Facebook	6	1	400994	140000	1494	500
Europäisches Parlament - Verbindungsbüro in Deutschland	Europäisches Parlament - Verbindungsbüro in Deutschland	294494163510	Facebook	f	Facebook	2	1	399998	200000	1498	600
Fabrizio Ghera	Fabrizio Ghera	1803487999879591	Facebook	f	Facebook	11	1	390989	147000	1889	200
People's Vote UK	People's Vote	748608695327755	Facebook	f	Facebook	15	1	351985	106000	3569	462
Ivan ŠTEFANEC	KDH	324560137683033	Facebook	f	Facebook	3	1	349997	160000	1497	300
Compromís	Compromís	194053080624605	Facebook	f	Facebook	49	1	345951	78000	5251	100
HDZ - Hrvatska demokratska zajednica	HDZ - Hrvatska demokratska zajednica	406059206159790	Facebook	f	Facebook	9	1	344991	165000	1691	200
Ρένα Δούρου	Ρένα Δούρου	225197477683663	Facebook	f	Facebook	43	1	344957	72000	4257	0
Socialdemokratiet	Socialdemokratiet	41459763029	Facebook	f	Facebook	9	1	329991	75000	2676	696
CD&V	CD&V	52997544531	Facebook	f	Facebook	6	1	310994	125000	1794	300
Partidul Naţional Liberal	Future Innovation 	181375448581167	Facebook	f	Facebook	4	1	309996	125000	440	147
Mette Abildgaard	Mette Abildgaard	309867232515766	Facebook	f	Facebook	13	1	309987	74000	2421	723
Social Democrats	Social Democrats	1012851375393300	Facebook	f	Facebook	16	1	308984	73000	1584	0
MR - Mouvement Réformateur	MR - Mouvement Réformateur	236330169511	Facebook	f	Facebook	195	1	301805	30000	19305	0
Párbeszéd Magyarországért	Párbeszéd Magyarországért	113684438795574	Facebook	f	Facebook	5	1	300995	120000	620	124
Νάσος Ηλιόπουλος	Athanasios Iliopoulos	1535215766758773	Facebook	f	Facebook	7	1	300993	60000	693	0
ALDE - Partidul Alianta Liberalilor si Democratilor	EvolveDreamSoft	1445317929104549	Facebook	f	Facebook	2	1	299998	150000	419	210
Κίνημα Αλλαγής	Κίνημα Αλλαγής	504891253213373	Facebook	f	Facebook	2	1	299998	150000	598	100
Vladimír Bilčík SPOLU - občianska demokracia	SPOLU - občianska demokracia	1501859650125625	Facebook	f	Facebook	29	1	293971	98000	3271	100
Mladež HDZ	HDZ - Hrvatska demokratska zajednica	426737060720348	Facebook	f	Facebook	10	1	280990	62000	990	0
NR KLUB JETZT	NR KLUB JETZT	833013456857401	Facebook	f	Facebook	12	1	278988	61000	1588	100
SPOLU - občianska demokracia	SPOLU - občianska demokracia	1057020590987528	Facebook	f	Facebook	10	1	277990	91000	990	0
Monika Hohlmeier	Monika Hohlmeier	139065632780165	Facebook	f	Facebook	10	1	276990	61000	1390	100
NÁRODNÁ KOALÍCIA	dtp media	145677979100505	Facebook	f	Facebook	11	1	276989	58000	1089	0
USR Bihor	Uniunea Salvați România Filiala Bihor	1592660281028385	Facebook	f	Facebook	4	1	259996	115000	335	63
Jaunā Vienotība	Partiju apvienība “Jaunā Vienotība”	164326166970895	Facebook	f	Facebook	11	1	255989	66000	1089	0
GMB Union	GMB Union	103295786760891	Facebook	f	Facebook	5	1	254995	81000	572	0
Achille Variati	Achille Variati	478212418874107	Facebook	f	Facebook	6	1	254994	51000	594	0
Bogdan Rzońca	Blue Data Bay Sp. z o.o.	247239865295508	Facebook	f	Facebook	13	1	252987	62000	671	93
Caterina Cerroni	Caterina Cerroni	1618719834925589	Facebook	f	Facebook	3	1	250997	110000	1097	200
D66	D66	52985377549	Facebook	f	Facebook	2	1	249998	110000	598	100
PACMA - Partido Animalista	PACMA - Partido Animalista	72181181684	Facebook	f	Facebook	2	1	249998	110000	598	100
Liberalerna Stockholm	Liberalerna Stockholm	682180208473039	Facebook	f	Facebook	5	1	249995	50000	462	231
KUKIZ'15	Komitet Wyborczy Wyborców Kukiz'15	328170794051845	Facebook	f	Facebook	20	1	244980	82000	832	93
Pavel Svoboda	Křesťanská a demokratická unie - Československá strana lidová	1451376028412024	Facebook	f	Facebook	58	1	239942	52000	677	147
Verband der Chemischen Industrie e.V.	Chemie Wirtschaftsförderungs GmbH	921326477983554	Facebook	f	Facebook	148	1	238852	26000	14652	0
Dobrev Klára	Demokratikus Koalíció	1880809845328535	Facebook	f	Facebook	23	1	236977	50000	707	160
Krajská organizácia SMER - SD Žilina	strana-smer.sk	462466280992892	Facebook	f	Facebook	24	1	236976	47000	3576	300
Krzysztof Bosak	Konfederacja KORWiN Braun Liroy Narodowcy	141833139301	Facebook	f	Facebook	15	1	235985	49000	810	116
Carmine Pacente	Carmelo Iannicelli	218066501942820	Facebook	f	Facebook	10	1	230990	49000	990	0
Greenpeace Belgium	Greenpeace Belgium	73232790238	Facebook	f	Facebook	8	1	224992	48000	792	0
Cseh Katalin - Momentum	Momentum Mozgalom	682448271826776	Facebook	f	Facebook	13	1	219987	56000	944	216
Bayernpartei	Bayernpartei	78309442751	Facebook	f	Facebook	7	1	215993	46000	2293	400
Michela Giuffrida	Michela Giuffrida	656848937718109	Facebook	f	Facebook	8	1	215992	43000	1192	100
Izquierda Unida de Castilla y León	Izquierda Unida de Castilla y León	315922371074	Facebook	f	Facebook	6	1	210994	45000	1394	200
Podemos Aragón	Podemos Equo	570770963015441	Facebook	f	Facebook	2	1	209998	105000	598	100
Greens/EFA in the European Parliament	Greens/EFA in the European Parliament	150527751674751	Facebook	f	Facebook	4	1	209996	75000	396	0
Luciano Nobili	Luciano Nobili	406187203142799	Facebook	f	Facebook	5	1	209995	45000	495	0
Alfahír	Alfahír Hírportál	525574220799452	Facebook	f	Facebook	5	1	209995	45000	649	139
Kyriakos Mitsotakis	ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ	34848567724	Facebook	f	Facebook	5	1	209995	45000	495	0
Lietuvos valstiečių ir žaliųjų sąjunga	Lietuvos valstiečių ir žaliųjų sąjunga	190209177745566	Facebook	f	Facebook	5	1	204995	41000	495	0
RMDSZ	RMDSZ	102601499822802	Facebook	f	Facebook	10	1	204990	53000	208	0
Carmine Spiaggia	Carmine Spiaggia	425820797979047	Facebook	f	Facebook	1	1	199999	100000	499	100
West Midlands Conservatives	West Midlands Conservatives	223025417884693	Facebook	f	Facebook	1	1	199999	100000	577	115
Dr. Lukács László György	Országgyűlés Hivatala Jobbik Frakció	490006464353222	Facebook	f	Facebook	1	1	199999	100000	619	309
Sverigedemokraterna	Sverigedemokraterna	676246449160270	Facebook	f	Facebook	1	1	199999	100000	4630	926
Barbara Pas	Vlaams Belang	365242667182267	Facebook	f	Facebook	1	1	199999	100000	999	500
Caio Mussolini	Caio Mussolini	2393234914229651	Facebook	f	Facebook	1	1	199999	100000	499	100
Ahora Repúblicas	Esquerra Republicana de Catalunya	578942235869606	Facebook	f	Facebook	1	1	199999	100000	499	100
European Committee of the Regions	European Committee of the Regions	527351247377965	Facebook	f	Facebook	1	1	199999	100000	499	100
Mark Durkan	Fine Gael	2002340613394109	Facebook	f	Facebook	2	1	199998	100000	1498	600
Βασιλική Λαζαράκου	Βασιλική Λαζαράκου 	443842809693601	Facebook	f	Facebook	3	1	199997	70000	697	100
sp.a	sp.a	57253967150	Facebook	f	Facebook	3	1	199997	70000	697	100
Berliner Stadtwerke	Berliner Stadtwerke	765844936882239	Facebook	f	Facebook	3	1	199997	70000	1497	300
Demokratikus Koalíció	Demokratikus Koalíció	169599166463839	Facebook	f	Facebook	8	1	194992	51000	619	170
PNL Oradea	PNL Oradea	304085190083197	Facebook	f	Facebook	7	1	184993	46000	397	63
Krajská organizácia SMER - SD Banská Bystrica	SMER - SD	444025863076653	Facebook	f	Facebook	21	1	183979	34000	2879	200
Jacopo Alberti Consigliere Regionale LEGA Salvini Toscana	JACOPO ALBERTI	1583213175233477	Facebook	f	Facebook	6	1	179994	45000	594	0
Paola Testori	Paola Testori	658895384568072	Facebook	f	Facebook	15	1	174985	36000	1885	100
EAJ-PNV	EAJ-PNV	26830001203	Facebook	f	Facebook	5	1	170995	70000	895	100
Polski Klub Ekologiczny Koło Miejskie w Gliwicach	Maria Wanda Staniszewska	291839444209363	Facebook	f	Facebook	5	1	169995	40000	394	69
Deputati PD	Deputati PD	104652392900508	Facebook	f	Facebook	5	1	169995	40000	495	0
Deirdre Clune MEP	Deirdre Clune MEP	516116248507364	Facebook	f	Facebook	6	1	169994	37000	1794	300
Už Ingridą	Ingrida Šimonytė	2214495192154107	Facebook	f	Facebook	6	1	169994	64000	994	100
Front Europejski	Medium: agencja reklamowa	590514511295079	Facebook	f	Facebook	6	1	169994	37000	510	93
Brando Benifei	Brando Benifei	291380024325396	Facebook	f	Facebook	7	1	166993	36000	693	0
MSZP	MSZP	115388925185513	Facebook	f	Facebook	5	1	165995	66000	342	68
Markel Olano	EAJ-PNV	898191063533170	Facebook	f	Facebook	5	1	165995	66000	895	100
Daniela Santanchè	Daniela Garnero Santanchè	56413702888	Facebook	f	Facebook	5	1	165995	66000	895	100
Federica Picchi	Federica Picchi	362494797700891	Facebook	f	Facebook	7	1	165993	33000	693	0
Zelení - Strana zelených	Zelení - Strana zelených	39371299263	Facebook	f	Facebook	5	1	164995	36000	660	155
Ian Borg	Ian Borg	151496594943131	Facebook	f	Facebook	5	1	164995	36000	495	0
Miriam Kuzárová, kandidátka do Európskeho parlamentu	KDH	137416183351336	Facebook	f	Facebook	12	1	164988	42000	1188	0
Esquerra Republicana de Catalunya	Esquerra Republicana de Catalunya	150234575797	Facebook	f	Facebook	18	1	162982	67000	2182	100
Festival Psicologia	Ordine degli Psicologi del Lazio	375703235973864	Facebook	f	Facebook	4	1	160996	65000	796	100
Možemo - politička platforma	Možemo - politička platforma	1064762700374086	Facebook	f	Facebook	5	1	160995	35000	495	0
PARTEI MENSCH UMWELT TIERSCHUTZ	PARTEI MENSCH UMWELT TIERSCHUTZ	108568039165729	Facebook	f	Facebook	6	1	160994	32000	1794	300
Costas Mavrides - Κώστας Μαυρίδης	Costas Mavrides - Κώστας Μαυρίδης	197874087030899	Facebook	f	Facebook	4	1	159996	35000	396	0
Sylwia Spurek	KW Wiosna Roberta Biedronia 	1967695263556184	Facebook	f	Facebook	4	1	159996	35000	371	69
Daniele Viotti	Daniele Viotti	138574576313444	Facebook	f	Facebook	4	1	159996	35000	396	0
Eugen Jurzyca - V Bruseli za Slovensko	Richard Sulik	1118309918191690	Facebook	f	Facebook	8	1	159992	50000	792	0
Krajská organizácia SMER - SD Košice	strana-smer.sk	394347701414382	Facebook	f	Facebook	21	1	157979	38000	2479	100
Corradino Mineo	Danila Tarantino	429319385345	Facebook	f	Facebook	10	1	155990	43000	990	0
Jerzy Buzek	Koalicyjny Komitet Wyborczy Koalicja Europejska PO PSL SLD .N Zieloni	69153026654	Facebook	f	Facebook	11	1	155989	40000	532	69
Federico Perugini	Federico Perugini	356449288308129	Facebook	f	Facebook	3	1	154997	61000	697	100
Viktoras Uspaskich	Darbo partija	160851767470	Facebook	f	Facebook	4	1	154996	31000	796	100
CDH liste à la Chambre province de Liège	CDH - Centre Démocrate Humaniste	268478507423505	Facebook	f	Facebook	4	1	154996	31000	396	0
Przemysław Przybylski	Komitet Wyborczy Prawo i Sprawiedliwość	256850261180940	Facebook	f	Facebook	4	1	151996	60000	394	139
Parlamentul European, Biroul de Informare în Romania	Parlamentul European, Biroul de Informare în Romania	138896782840976	Facebook	f	Facebook	2	1	149998	60000	209	42
Росен Богомилов	Ivanov Hristo	1183492355137046	Facebook	f	Facebook	2	1	149998	60000	598	100
Leo Varadkar T.D.	Fine Gael	178974912140818	Facebook	f	Facebook	2	1	149998	60000	598	100
Centrālā vēlēšanu komisija	Centrālā vēlēšanu komisija	236758520084700	Facebook	f	Facebook	3	1	149997	30000	297	0
John Crombez	sp.a	264131406977201	Facebook	f	Facebook	3	1	149997	30000	697	100
Lucia Kleštincová	EUpositive.sk	1933440166748185	Facebook	f	Facebook	3	1	149997	30000	297	0
Antanas Guoga	Lietuvos Centro Partijos rinkimų sąskaita	18276748821	Facebook	f	Facebook	3	1	149997	30000	297	0
Michał Boni	KKW Koalicja Europejska PO PSL SLD .N Zieloni	693499534003775	Facebook	f	Facebook	3	1	149997	30000	162	23
Podemos Castilla-La Mancha	UNIDAS PODEMOS - IZQUIERDA UNIDA - EQUO CLM	624403874292676	Facebook	f	Facebook	8	1	149992	42000	792	0
38 Degrees	38 Degrees	200006375787	Facebook	f	Facebook	7	1	144993	41000	801	0
Alberto Cirio	RedAbissi	1391061901114543	Facebook	f	Facebook	10	1	141990	34000	990	0
Krajská organizácia SMER - SD Nitra	SMER - SD	1797841726985468	Facebook	f	Facebook	20	1	138980	28000	2780	200
MENSCHLICHE WELT	Menschliche Welt	245758938922923	Facebook	f	Facebook	7	1	130993	32000	1093	100
Nikolaj Villumsen	Nikolaj Villumsen	529124290474705	Facebook	f	Facebook	16	1	130984	59000	961	187
PS Région bruxelloise	PS Région bruxelloise	279112515484034	Facebook	f	Facebook	8	1	127992	31000	1592	200
Nicola Clerici europee 2019 M5S	Nicola Clerici	2340174086227422	Facebook	f	Facebook	6	1	125994	31000	594	0
Νίκος Ανδρουλάκης	Νίκος Ανδρουλάκης	216089191899991	Facebook	f	Facebook	5	1	124995	31000	495	0
Raimond Kaljulaid	Raimond Kaljulaid	1084372461606422	Facebook	f	Facebook	6	1	124994	28000	1394	200
Alessandra Nardini	Alessandra Nardini	1393257504323165	Facebook	f	Facebook	8	1	123992	30000	792	0
Karol Karski	Komitet Wyborczy Prawa i Sprawiedliwości	612725748801524	Facebook	f	Facebook	8	1	122992	27000	370	46
Krajská organizácia Smer-SD Bratislava	SMER - SD	1475489046003379	Facebook	f	Facebook	21	1	122979	21000	2879	200
Socialni demokrati (SD)	Socialni demokrati (SD)	12676777580	Facebook	f	Facebook	37	1	122963	27000	3663	0
Sven Zagała	KW Wiosna Roberta Biedronia	2215190752031133	Facebook	f	Facebook	7	1	120993	24000	347	46
Poseł Jakub Rutnicki	KKW Koalicja Europejska PO PSL SLD .N Zieloni	222141244609992	Facebook	f	Facebook	4	1	119996	30000	464	93
Igor Melicher - Mladí Sociálni Demokrati	Robert Bestro	2687957954762822	Facebook	f	Facebook	4	1	119996	30000	796	100
Venstre, Danmarks Liberale Parti	Venstre, Danmarks Liberale Parti	21465928829	Facebook	f	Facebook	5	1	119995	27000	1070	294
GroenLinks	GroenLinks	175740570505	Facebook	f	Facebook	8	1	115992	55000	1192	100
South West Green Party	The Green Party of England and Wales	244490049076873	Facebook	f	Facebook	15	1	115985	34000	1718	0
Nikos Papandreou	Nikos Papandreou	2245032148843299	Facebook	f	Facebook	4	1	114996	26000	396	0
Kristdemokraterna	Kristdemokraterna	115198178364	Facebook	f	Facebook	4	1	114996	26000	1481	324
Più Europa Vercelli	Carloalberto Polidori	527235457776008	Facebook	f	Facebook	5	1	114995	23000	1295	200
Joachim Brudziński	Joachim Brudziński	722625777782250	Facebook	f	Facebook	5	1	114995	23000	115	0
Nicos Tornaritis - Νίκος Τορναρίτης	Nicos Tornaritis - Νίκος Τορναρίτης	115653995162093	Facebook	f	Facebook	6	1	112994	25000	594	0
Anti Poolamets - EKRE kandidaat Europarlamenti	Anti Poolamets	1532805486974348	Facebook	f	Facebook	30	1	112970	24000	2970	0
Kristdemokraterna Stockholm	Kristdemokraterna Stockholm	176875999028086	Facebook	f	Facebook	12	1	111988	31000	1869	453
Uwe Conradt: Saarbrücken - gemeinsam - voran.	CDU Saarbrücken Stadt	577254072692345	Facebook	f	Facebook	4	1	110996	25000	396	0
Włodzimierz Cimoszewicz. Europa i Konstytucja.	KKW Koalicja Europejska PO PSL SLD .N Zieloni	1945383395767575	Facebook	f	Facebook	4	1	110996	25000	487	162
Nicu Ștefănuță	Uniunea Salvați România - USR	279454772645662	Facebook	f	Facebook	2	1	109998	55000	125	21
Daňové a odvodové tipy Jozefa Mihála	SPOLU - občianska demokracia	517511148296579	Facebook	f	Facebook	3	1	109997	25000	297	0
Peter Gillo	Peter Gillo	578310722649724	Facebook	f	Facebook	3	1	109997	25000	1097	200
USR Cluj	Partidul Uniunea Salvati România	287761518247055	Facebook	f	Facebook	3	1	109997	25000	62	0
Ιωάννης Σγουρός	Ιωαννης Σγουρος	1401098180146606	Facebook	f	Facebook	3	1	109997	25000	297	0
Nicola Danti	Nicola Danti	241424056063716	Facebook	f	Facebook	3	1	109997	25000	297	0
Amnesty International Polska	Amnesty International Polska	57544755889	Facebook	f	Facebook	3	1	109997	25000	348	69
Ruža Kovačević Bilić	Hrvatska narodna stranka - liberalni demokrati (HNS)	2268602929863854	Facebook	f	Facebook	3	1	109997	25000	297	0
PSD Galati	Partidul Social Democrat Galati	1585170161775563	Facebook	f	Facebook	3	1	109997	25000	335	126
Uniarea	Uniarea	413110028708018	Facebook	f	Facebook	3	1	109997	25000	297	0
Matteo Renzi	Matteo Renzi	113335124914	Facebook	f	Facebook	3	1	109997	25000	297	0
Giorgos Sklavos	Georgios Sklavos	1042099132649984	Facebook	f	Facebook	3	1	109997	25000	297	0
Marea Atlántica	Marea Atlántica	836117153066747	Facebook	f	Facebook	4	1	109996	22000	396	0
Παύλος Ελευθεριάδης	Pavlos Eleftheriadis	768996799785550	Facebook	f	Facebook	4	1	109996	22000	396	0
SMER - SD Bratislava IV.	SMER- SD	1321935907958539	Facebook	f	Facebook	10	1	107990	20000	990	0
Andreas Schieder	SPÖ	290881691011354	Facebook	f	Facebook	3	1	105997	51000	1197	500
Ansis Pūpols	Ansis Pūpols	534110743707105	Facebook	f	Facebook	4	1	105996	21000	396	0
Antton Rönnholm	Antton Rönnholm	575908612596562	Facebook	f	Facebook	11	1	105989	27000	1089	0
Cristian Ghinea	Uniunea Salvați România	269505079808785	Facebook	f	Facebook	2	1	104998	51000	41	0
Giuseppe Cossalter	Giuseppe Cossalter	1981132658773307	Facebook	f	Facebook	3	1	104997	21000	297	0
SDP Hrvatske	SDP Hrvatske	129634970518	Facebook	f	Facebook	3	1	104997	21000	297	0
Sergio Chiamparino	Andrea Maccagno	263544377156823	Facebook	f	Facebook	3	1	104997	21000	297	0
Michał Korolko - profil publiczny	KKW Koalicja Europejska PO PSL SLD .N Zieloni (Michał Korolko)	334123340547325	Facebook	f	Facebook	11	1	104989	24000	346	23
Приоритети	БЗНС	1163987410423594	Facebook	f	Facebook	14	1	104986	26000	1386	0
Maggie De Block	Maggie De Block	1410219772556421	Facebook	f	Facebook	24	1	104976	23000	2376	0
Voxpop Analysis	Ιωάννης Απόστολος Σκλίας	126822114784105	Facebook	f	Facebook	3	1	100997	20000	697	100
Podem Illes Balears	Podem Illes Balears	779897522101509	Facebook	f	Facebook	3	1	100997	20000	297	0
ÖDP Nordrhein-Westfalen	Ökologisch-Demokratische Partei (ÖDP) NRW	138480036196810	Facebook	f	Facebook	3	1	100997	20000	297	0
Peter Pollák	OBYČAJNÍ ĽUDIA a nezávislé osobnosti	307556876112136	Facebook	f	Facebook	1	1	99999	50000	499	100
Csárdi Antal	LMP - Lehet Más a Politika	136387873164491	Facebook	f	Facebook	1	1	99999	50000	154	30
CD&V Oostkamp	CD&V Oostkamp	2062142307347631	Facebook	f	Facebook	1	1	99999	50000	499	100
informo.bg	informo.bg	262524054082832	Facebook	f	Facebook	1	1	99999	50000	99	0
Fratelli d'Italia	Fratelli d'Italia	355710427861591	Facebook	f	Facebook	1	1	99999	50000	499	100
Giorgos Amiras - Γιώργος Αμυράς	Giorgos Amiras - Γιώργος Αμυράς	1407652086114560	Facebook	f	Facebook	1	1	99999	50000	499	100
Andrej Bóna	Vokoun Tomas	321165708610626	Facebook	f	Facebook	1	1	99999	50000	388	194
Francesca Puglisi	Francesca Puglisi	196965250328047	Facebook	f	Facebook	1	1	99999	50000	99	0
Geert Bourgeois	Nieuw-Vlaamse Alliantie	649429725077632	Facebook	f	Facebook	1	1	99999	50000	499	100
Scientists for EU	Scientists for EU	642444842524195	Facebook	f	Facebook	1	1	99999	50000	577	115
Partito Democratico	Partito Democratico	77034286895	Facebook	f	Facebook	1	1	99999	50000	499	100
Fabrizio Ferrandelli		73230810464	Facebook	f	Facebook	1	1	99999	50000	499	100
Cogito	Cogito	2059332547662115	Facebook	f	Facebook	1	1	99999	50000	99	0
Νίκη Τζαβέλα - Niki Tzavela Official	Φερονικη Τζαβελα	866035200090418	Facebook	f	Facebook	1	1	99999	50000	499	100
ver.di	la red	252085013582	Facebook	f	Facebook	1	1	99999	50000	999	500
Francesco Forlin per Perugia	Francesco Forlin	632686940488385	Facebook	f	Facebook	2	1	99998	20000	198	0
Instituto Internacional de Derecho y Medio Ambiente (IIDMA)	Laura Fernández Dobarro	219220477095	Facebook	f	Facebook	2	1	99998	20000	198	0
