gender_code_filter	gender_label_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
f	female	Referendum Commission		580832208630212	Facebook	38	1	5371722	2414129	35391	7282
f	female	Change UK - The Independent Group	Change UK - The Independent Group	395151614382309	Facebook	727	1	5370792	1991238	81015	14992
f	female	LMP - Lehet Más a Politika	LMP - Lehet Más a Politika	47198507012	Facebook	88	1	5298364	2228238	4529	1202
f	female	WWF Suomi		119054448115588	Facebook	25	1	5279249	2486243	20074	4913
f	female	Giorgos Patoulis	Georgios Patoulis	668804566601196	Facebook	131	1	5273912	2123579	19912	3959
f	female	Patryk Jaki		199877710116314	Facebook	247	1	5026985	1943643	23981	5757
f	female	Dipartimento per le politiche giovanili e il servizio civile universale – Presidenza del Consiglio dei Ministri	Dipartimento per le politiche giovanili e il servizio civile universale – Presidenza del Consiglio dei Ministri	353868374653514	Facebook	64	1	4992154	2183524	12645	3240
f	female	Uniunea Salvați România - USR	Uniunea Salvați România - USR	1058116737612843	Facebook	86	1	4963186	2203340	18582	4371
f	female	Avaaz	Avaaz	8340223883	Facebook	46	1	4954618	2296485	27347	5842
f	female	Groen	Groen	84920854319	Facebook	206	1	4876571	1679795	25629	3635
f	female	Greenpeace UK	Greenpeace UK 	9250349228	Facebook	142	1	4807322	1792780	35531	7404
f	female	Ben Houchen - Tees Valley Mayor	Ben Houchen	1934566156780439	Facebook	144	1	4735128	1714486	34165	7394
f	female	Humble Household		1746853745395190	Facebook	53	1	4641731	1873264	45664	11622
f	female	RMDSZ	RMDSZ	102601499822802	Facebook	234	1	4462987	1327569	6320	1079
f	female	Le HCR, l'Agence des Nations Unies pour les Réfugiés		112542522148670	Facebook	87	1	4438967	1745531	32747	7217
f	female	Vytenis Andriukaitis	Vytenis Andriukaitis	1651554231738028	Facebook	50	1	4378793	1954322	6674	1317
f	female	Right To Vote	Right to Vote	408236463256774	Facebook	357	1	4309997	1092261	36074	5641
f	female	MSZP	MSZP	115388925185513	Facebook	97	1	4232284	1697896	6785	2616
f	female	We are the 52%	We are the 52%	466744973727718	Facebook	278	1	4197965	1489115	14049	1885
f	female	IKEA	IKEA	112961202185776	Facebook	78	1	4193658	1674891	14741	2797
f	female	Electoral Commission UK	The Electoral Commission	841894835830532	Facebook	43	1	4162407	1786937	31653	6610
f	female	Fundación Anesvad	Jose Manuel Bran Garcia	131231529742	Facebook	225	1	4153672	1590167	33775	6917
f	female	Greenpeace Österreich	Greenpeace Österreich	32984679070	Facebook	597	1	4115027	1198581	48509	1277
f	female	UK government	UK government	408582579294175	Facebook	16	1	4108346	1819480	51984	17192
f	female	Matthew Hussey		525275707491504	Facebook	51	1	4008947	1712999	43837	8723
f	female	ALDE Party – Liberals and Democrats for Europe		262681199589	Facebook	91	1	3997247	1672611	18706	4104
f	female	Save the Children España	Save the Children España	57845333112	Facebook	18	1	3996306	1900524	18408	4215
f	female	Πέτρος Κόκκαλης - Petros Kokkalis	Πέτρος Κόκκαλης - Petros Kokkalis	234040963454964	Facebook	222	1	3965471	1474780	17437	2126
f	female	Collectif : Féministes contre le cyberharcèlement		1026099724099181	Facebook	93	1	3942776	1549556	8021	300
f	female	Dominic Hannigan	Dominic Hannigan	210059959032336	Facebook	188	1	3924247	1239698	21270	3202
f	female	Dobrev Klára	Demokratikus Koalíció	1880809845328535	Facebook	66	1	3905395	1568459	7940	2732
f	female	Vattenfall Sverige		608975645850217	Facebook	28	1	3797991	1711101	45499	12633
f	female	Europees Parlement Nederland		270788920480	Facebook	53	1	3794302	1600810	33351	8430
f	female	Centerpartiet	Centerpartiet	12690894340	Facebook	234	1	3790360	1309243	46769	11237
f	female	Nemzeti Televízió	Alfahír Hírportál	164061553749320	Facebook	95	1	3767689	1546540	9723	3742
f	female	Wiosna Biedronia	KW Wiosna Roberta Biedronia	2246647628925721	Facebook	23	1	3763927	1695581	6803	1373
f	female	Die Grünen	Die Grünen	21759893033	Facebook	114	1	3706271	1259539	26394	5388
f	female	kontrast.at	kontrast.at	1079650008770485	Facebook	112	1	3704689	1472121	19857	6338
f	female	Compromís	Compromís	194053080624605	Facebook	72	1	3660951	1539339	15063	2955
f	female	Peter Mertens	PVDA	236485149843971	Facebook	497	1	3591483	1124666	44535	5063
f	female	Stichting Vluchteling		120034538112114	Facebook	83	1	3505624	1388928	53662	12650
f	female	Angelika Winzig	Wirtschaftsbund Österreich	141015722773374	Facebook	1430	1	3484623	780986	72667	2290
f	female	ALDE - Partidul Alianta Liberalilor si Democratilor	EvolveDreamSoft	1445317929104549	Facebook	39	1	3473731	1591852	5119	1404
f	female	Claudia Gamon	NEOS	447992848717452	Facebook	306	1	3464671	1191170	20684	3381
f	female	John Crombez	sp.a	264131406977201	Facebook	90	1	3450510	1401164	20749	4359
f	female	School Cuts	National Education Union	871798409656672	Facebook	157	1	3447150	816739	34245	5101
f	female	Greens/EFA in the European Parliament		150527751674751	Facebook	64	1	3442765	1485348	5386	1111
f	female	Thodoris Kalabokis	Thodoris Kalabokis	311791572779718	Facebook	146	1	3382906	1179711	17163	2727
f	female	Partido Socialista Europeu	Partido Socialista Europeu	126509981274614	Facebook	65	1	3377926	1445270	4525	352
f	female	TheArticle	TheArticle	607840469632004	Facebook	27	1	3349716	1460642	25185	6354
f	female	Andreas Schieder	SPÖ	290881691011354	Facebook	164	1	3298892	1088302	27201	5540
f	female	SP	SP	128393027527	Facebook	161	1	3268789	1278743	38705	7432
f	female	Oxfam Novib		115289021825188	Facebook	40	1	3240476	1350542	45600	14285
f	female	Amnesty International UK		7624294394	Facebook	92	1	3177398	1369139	28606	9003
f	female	Ayuda LGTB		315021912539118	Facebook	42	1	3152268	1310233	19970	4083
f	female	Lietuvos socialdemokratų partija - LSDP	Lietuvos socialdemokratų partija - LSDP	202360056491831	Facebook	44	1	3135373	1308970	5589	837
f	female	Campact e.V.	Campact e.V.	82734241364	Facebook	45	1	3133443	1335988	17554	4569
f	female	The Bamboo Brush Society		1152885191422950	Facebook	82	1	3120951	1192520	15317	2045
f	female	Medici Senza Frontiere		65737832194	Facebook	26	1	3108066	1304565	12083	3926
f	female	Katarina Barley	SPD	1522202731410785	Facebook	370	1	3098957	904347	34079	1251
f	female	DIE LINKE	DIE LINKE	47694585682	Facebook	278	1	3091297	1088447	15263	1441
f	female	Facebook Brussels	Facebook	287739491272583	Facebook	18	1	3083854	1355433	26440	6761
f	female	Greenpeace Polska		32104614789	Facebook	59	1	3010423	1240743	6250	1556
f	female	Vlaams Belang Brussel	Vlaams Belang	499682940133305	Facebook	77	1	2968941	1257343	56799	13318
f	female	PSOE Aragón	PSOE Aragón	170970449608409	Facebook	2054	1	2958329	304731	199615	53
f	female	Asthma UK	Asthma UK	40952091012	Facebook	14	1	2944033	1303410	24755	5486
f	female	SPOLU - občianska demokracia	SPOLU - občianska demokracia	1057020590987528	Facebook	215	1	2837537	1016989	16508	2060
f	female	La Prime Énergie		336155273400553	Facebook	28	1	2785739	1104950	24741	5534
f	female	Ingredientes que Suman		586540488142205	Facebook	13	1	2782967	1284838	7225	1585
f	female	En Comú Podem	En Comú Podem	463627663844039	Facebook	55	1	2716141	1122147	9339	2483
f	female	Lilian Marijnissen	SP	844559615710915	Facebook	59	1	2659302	1087493	14003	3432
f	female	Socialdemokraterna	Socialdemokraterna	8040892957	Facebook	87	1	2650792	867203	37039	10798
f	female	Primes écologique		152399322377561	Facebook	19	1	2643770	1093328	30531	6587
f	female	Greenpeace Greece	Greenpeace Greece	31324524225	Facebook	43	1	2551323	1030173	6065	824
f	female	Guardian Weekly		64525551258	Facebook	30	1	2509513	1009000	12906	3005
f	female	Lizette Risgaard		547601668763372	Facebook	71	1	2506949	1084996	22408	6489
f	female	Party of European Socialists	Party of European Socialists	148097975226385	Facebook	110	1	2499466	779084	7743	528
f	female	Red Barnet		67571270393	Facebook	73	1	2493607	854473	41096	10515
f	female	Mon Homéo Mon Choix		1643185362449069	Facebook	28	1	2489258	991506	22902	4846
f	female	Game of Sultans		185311195624361	Facebook	7	1	2473598	1091560	54986	13032
f	female	Ufficio d'informazione in Italia del Parlamento europeo		143544514130	Facebook	41	1	2468676	1096919	3084	387
f	female	Razem	KKW Lewica Razem - Razem, Unia Pracy, RSS	430323810469014	Facebook	57	1	2452096	906927	4714	1182
f	female	Krzysztof Hetman	Krzysztof Hetman	1607487699534202	Facebook	75	1	2439061	945683	4563	994
f	female	HC Strache	FPÖ	74865038590	Facebook	84	1	2435875	995822	15818	4005
f	female	DéFI	DéFI	173518112695794	Facebook	176	1	2435144	672651	19643	3054
f	female	Instant PPI UK		616112792139038	Facebook	73	1	2430160	893254	22824	5175
f	female	Roberta Metsola		406824526101449	Facebook	476	1	2409077	752376	26677	1020
f	female	Wholesome Culture		1664959567149320	Facebook	7	1	2402117	1061083	5434	1049
f	female	Greenpeace Sverige	Greenpeace Sverige	95735961890	Facebook	341	1	2376211	645914	15707	3633
f	female	Ministerie van Binnenlandse Zaken en Koninkrijksrelaties	Ministerie van Binnenlandse Zaken en Koninkrijksrelaties	326441484085577	Facebook	12	1	2349753	1079336	11971	2520
f	female	Covestro		150793518281117	Facebook	16	1	2345436	1029917	4458	1531
f	female	Podem	Unides Podem-Esquerra Unida	792238440859918	Facebook	47	1	2342702	1000542	11106	3853
f	female	Roberto Rosso	Roberto Rosso	1735684256653359	Facebook	49	1	2313709	1002107	12820	3100
f	female	The Week UK	The Week	177855115588808	Facebook	141	1	2312835	842324	21509	3812
f	female	Kostas Dervos	Kostas Dervos	1970779819866623	Facebook	190	1	2301192	707556	7557	174
f	female	European Youth Event		919232861444360	Facebook	8	1	2295467	1083759	7271	1722
f	female	Stadt Wien	Stadt Wien	110971788921077	Facebook	49	1	2293329	834255	13173	2249
f	female	Europäisches Parlament Österreich		124468054313069	Facebook	35	1	2283191	955425	7340	2646
f	female	D66	D66	52985377549	Facebook	45	1	2274553	918820	13824	3136
f	female	Stichting De Noordzee		128160633899802	Facebook	38	1	2263966	950861	13978	2852
f	female	Alfred Sant	Alfred Sant	537789116260209	Facebook	135	1	2256749	853421	10291	1305
f	female	Respeto LGTB		2315084548728652	Facebook	267	1	2250647	832640	20730	1048
f	female	Fără Penali în Funcții Publice	Uniunea Salvați România - USR	275621429636078	Facebook	39	1	2229282	1072187	8040	2104
f	female	Delphinus		20411877802	Facebook	11	1	2226039	1085879	1134	130
f	female	Vereniging Eigen Huis		371735371563	Facebook	15	1	2198566	896459	16546	3709
f	female	Ministère de l'Intérieur		103146727990	Facebook	32	1	2191216	908200	11688	2734
f	female	SDP Hrvatske	SDP Hrvatske	129634970518	Facebook	60	1	2173075	945135	3407	230
f	female	Petizioni.it		1410474395723679	Facebook	32	1	2170151	980223	13718	2778
f	female	350.org		12185972707	Facebook	84	1	2162410	546916	10770	1390
f	female	Prawo i Sprawiedliwość	Komitet Wyborczy Prawo i Sprawiedliwość	157458232131	Facebook	14	1	2159980	1069200	2567	528
f	female	Det Konservative Folkeparti	Det Konservative Folkeparti	39233495912	Facebook	163	1	2151711	680391	30988	7929
f	female	EDS - EURÓPSKA DEMOKRATICKÁ STRANA	Európska Demokratická Strana	161166119377	Facebook	134	1	2126751	726582	8029	551
f	female	INBOX	New Digital Media	369693523475596	Facebook	55	1	2110699	920824	2679	197
f	female	Amref Health Africa - Italia		48677844864	Facebook	72	1	2104133	746254	8047	509
f	female	Wacky Politicians	Ladbrokes Belgium	325449998160769	Facebook	89	1	2094023	849753	4609	317
f	female	Irene Montero	Unidas Podemos	699285113542248	Facebook	8	1	2088691	993206	16522	5602
f	female	Scientists for EU	Scientists for EU	642444842524195	Facebook	62	1	2064803	705784	16196	2908
f	female	déi gréng	déi gréng	21710789873	Facebook	30	1	2064483	876481	8802	2372
f	female	España Ciudadana		349800235527721	Facebook	18	1	2042369	887362	9135	2344
f	female	Greenpeace Magyarország		35634348348	Facebook	98	1	2014997	768834	6914	398
f	female	Coalicion Canaria	Coalicion Canaria	1499578240271320	Facebook	45	1	2003223	774056	5066	853
f	female	London Labour Party	The London Labour Party 	474613052643462	Facebook	89	1	2002778	731431	17960	3925
f	female	Liberalerna	Liberalerna	132266740623	Facebook	96	1	2001780	745536	11278	3122
f	female	Bespaarkiosk.nl		1659811130952704	Facebook	3	1	1999997	900000	14997	3000
f	female	ACNUR Comite español		94118672764	Facebook	39	1	1993226	843213	9050	1459
f	female	Oxfam Great Britain	Oxfam GB	7214031395	Facebook	75	1	1991495	708460	31281	6645
f	female	Parti Socialiste (PS)	Parti Socialiste (PS)	518402351504731	Facebook	122	1	1991396	702073	12432	2260
f	female	Socialdemokratiet	Socialdemokratiet	41459763029	Facebook	123	1	1976804	653727	30308	6807
f	female	Vote For Your Future	Vote For Your Future	2026046207505845	Facebook	25	1	1953956	913645	12200	2318
f	female	Sverige för UNHCR		643137272398136	Facebook	90	1	1952165	574057	9147	2479
f	female	Initiative Neue Soziale Marktwirtschaft (INSM)	Initiative Neue Soziale Marktwirtschaft (INSM)	121678260974	Facebook	747	1	1947774	456330	26771	699
f	female	Declic	Declic	686190454826244	Facebook	27	1	1947088	814197	4644	1011
f	female	Amnesty International Polska		57544755889	Facebook	65	1	1944139	703149	7144	2262
f	female	Partei der Humanisten	Partei der Humanisten	499613946840551	Facebook	338	1	1941196	550397	10666	596
f	female	Mónica Oltra	Compromís	81107269227	Facebook	19	1	1932697	869739	7736	1858
f	female	Sverigedemokraterna	Sverigedemokraterna	676246449160270	Facebook	37	1	1916392	801033	22668	6402
f	female	Sozialdemokratische Partei Europas	Sozialdemokratische Partei Europas	338549033673221	Facebook	83	1	1913105	704184	6149	690
f	female	Česká pirátská strana	Česká pirátská strana	109323929038	Facebook	118	1	1911175	748203	7682	2018
f	female	Vihreät - De Gröna		33722070600	Facebook	40	1	1907052	778263	8489	2189
f	female	Partido Por un Mundo más Justo · M+J	Partido Por un Mundo más Justo · M+J	147468905314265	Facebook	22	1	1903160	859304	11838	2244
f	female	Oxfam Italia		150200761667597	Facebook	258	1	1896531	544469	21229	1666
f	female	SOS Colabora		351877478951783	Facebook	29	1	1893553	819567	7588	1811
f	female	Colores Contra la Violencia		491948314339036	Facebook	43	1	1892200	681086	5034	199
f	female	Renew	Renew  Party	1923371311278106	Facebook	171	1	1877532	442491	22515	3415
f	female	London Gov	the Greater London Authority	713179875369048	Facebook	43	1	1874357	802811	18936	3684
f	female	Stefano Maullu		150618724962388	Facebook	34	1	1858058	750489	4817	1041
f	female	Andy Street	The Conservative Party	625464517632792	Facebook	627	1	1850508	513170	35499	910
f	female	Verv		560545637307176	Facebook	9	1	1849990	879999	4175	1335
f	female	Magyar Közösség Pártja	Magyar Közösség Pártja	259594940734093	Facebook	734	1	1839547	321113	69299	0
f	female	NT Live	NT Live	107334993856	Facebook	119	1	1801821	667452	15493	1416
f	female	Mayor of London	the Greater London Authority	360322167647280	Facebook	23	1	1800429	753538	18571	3579
f	female	Amnesty International Nederland	Amnesty International Nederland	57729029960	Facebook	47	1	1790610	642236	12062	1984
f	female	Röda Korset		111630258867610	Facebook	72	1	1789459	466583	8424	2514
f	female	Save the Refugees		1931458237163388	Facebook	51	1	1782679	579326	12812	2152
f	female	David Casa	David Casa	193035580892638	Facebook	103	1	1759616	487712	5631	333
f	female	Gitanas Nausėda	Gitanas Nausėda	684534791927883	Facebook	70	1	1741223	570651	5290	380
f	female	Europäische Kommission - Vertretung in Österreich		187626534620326	Facebook	18	1	1735828	725398	2491	407
f	female	Partit Nazzjonalista	Partit Nazzjonalista	159249234115841	Facebook	16	1	1734830	731670	8210	2280
f	female	Giorgia Meloni	Fratelli d'Italia	38919827644	Facebook	43	1	1729746	702798	4263	1291
f	female	Δημήτρης Καιρίδης-Dimitris Kairidis	Dimitrios Kairidis	165710610795923	Facebook	162	1	1701023	496189	15597	92
f	female	Matteo Gazzini	Matteo Gazzini	204493693449796	Facebook	89	1	1700604	507354	10752	1573
f	female	Dungeon Defenders		107960282569653	Facebook	273	1	1698329	693125	5545	305
f	female	Pablo Iglesias	Unidas Podemos	414809308591481	Facebook	4	1	1698302	849152	62843	12569
f	female	UNICEF France		173159234432	Facebook	38	1	1692250	659445	9112	2097
f	female	Facebook	Facebook	726281677519881	Facebook	5	1	1681084	840543	8422	1677
f	female	Politice.net	politice.net	2546711162025064	Facebook	12	1	1677811	806229	1635	340
f	female	WWF España		57973661707	Facebook	41	1	1670512	724251	7708	1275
f	female	Aboca		295129913955200	Facebook	56	1	1666314	513532	3778	0
f	female	Tuxy		870667836405958	Facebook	10	1	1664333	752599	7498	1955
f	female	Gyöngyösi Márton	Országgyűlés Hivatala Jobbik Frakció	781030738624077	Facebook	23	1	1655416	696422	2913	1304
f	female	Women for a People's Vote	Women for a People's Vote	235989320458995	Facebook	82	1	1650262	489268	20518	3104
f	female	Litere.net	litere.net	1504323906337545	Facebook	13	1	1627956	765940	1650	365
f	female	CIWF Italia		576664002355828	Facebook	25	1	1610953	676775	12247	2883
f	female	Fratelli d'Italia	Fratelli d'Italia	355710427861591	Facebook	95	1	1609913	644419	9225	2218
f	female	Greenpeace International		7297163299	Facebook	6	1	1605914	703235	2460	1057
f	female	Property & Business Info		562032903912680	Facebook	286	1	1602758	465271	24354	3823
f	female	LSAP	Lëtzebuerger Sozialistesch Aarbechterpartei	47216059667	Facebook	111	1	1594164	518633	8440	848
f	female	Progresívne Slovensko	Progresívne Slovensko	557862947737785	Facebook	64	1	1592876	529291	13233	2934
f	female	Plan International España	Jose Manuel Bran Garcia	366619768708	Facebook	38	1	1592259	678116	8570	2043
f	female	Unis pour les Droits Humains		1642871805813802	Facebook	29	1	1587597	661157	1512	54
f	female	EU-kommissionen i Sverige		155824787799	Facebook	21	1	1585095	764526	6899	1649
f	female	Banque mondiale		155174084508744	Facebook	107	1	1569356	582144	2976	49
f	female	Cyrus Engerer	Cyrus Engerer	212468218793878	Facebook	145	1	1565531	490110	7363	419
f	female	Aides énergétiques pour tous		789578834730248	Facebook	16	1	1556630	640073	18184	4082
f	female	Vágó Gábor	LMP - Lehet Más a Politika	453253875264	Facebook	38	1	1553093	655209	2545	736
f	female	Esquerra Barcelona	Esquerra Barcelona	374070875952519	Facebook	25	1	1548512	681629	7296	1800
f	female	Mindaugas Puidokas	Puidokas Mindaugas	1739968129576961	Facebook	97	1	1531980	395783	6219	199
f	female	Håll Sverige Rent	Håll Sverige Rent	236879092476	Facebook	13	1	1529478	638265	12946	2777
f	female	GroenLinks	GroenLinks	175740570505	Facebook	65	1	1519057	575027	9568	2450
f	female	VB - nos gens d'abord	Vlaams Belang	816130908786112	Facebook	82	1	1517636	536637	18882	4021
f	female	Демократична България	Демократична България	995342840629890	Facebook	38	1	1510400	565694	2902	356
f	female	Demokratikus Koalíció	Demokratikus Koalíció	169599166463839	Facebook	34	1	1509592	520663	2782	614
f	female	Agence Isolation Pour Tous		568528630290119	Facebook	25	1	1501628	618054	18020	4156
f	female	Fotografiska Stockholm		142320852554	Facebook	10	1	1497246	653999	1103	247
f	female	Facebook Nordic	Facebook	334318366655425	Facebook	9	1	1490513	702481	9285	2552
f	female	Parti Populaire - Le Peuple	Parti Populaire - Le Peuple	482811111771571	Facebook	14	1	1481734	619360	11324	2944
f	female	Klang der Solidarität		385076005313967	Facebook	85	1	1478510	594381	3427	406
f	female	WWF UK		311627208673	Facebook	72	1	1473029	609202	12542	2224
f	female	Partido Socialista Europeo		442423976113917	Facebook	33	1	1465177	637011	2878	304
f	female	Ανεξάρτητοι 'Ελληνες	Start Business Hellas	343233902394715	Facebook	58	1	1452321	634666	3318	634
f	female	NPO Zapp		205247699486388	Facebook	6	1	1448392	710368	1728	487
f	female	CIWF France	CIWF France	335868279790722	Facebook	5	1	1445502	608551	12933	3042
f	female	Junts per Catalunya	Junts per Catalunya	386166375144833	Facebook	36	1	1441705	548793	5326	872
f	female	Miroslav Žiak		396331590493376	Facebook	104	1	1432298	323366	8443	100
f	female	Paweł Kobyliński - Poseł na Sejm RP, Kandydat do Parlamentu Europejskiego	Paweł Kobyliński, kandydat Koalicji Europejskiej do Europarlamentu	1576591379231457	Facebook	35	1	1430163	444901	3663	871
f	female	SF	SF	74796954245	Facebook	63	1	1426770	465942	12021	3019
f	female	Mutualité chrétienne (MC)	Mutualité chrétienne (MC)	180233078762668	Facebook	61	1	1418378	472005	9269	1564
f	female	Giosi Ferrandino	Giosi Ferrandino	141856142632410	Facebook	79	1	1409803	490515	3929	159
f	female	Valdis Dombrovskis	Valdis Dombrovskis	984665731564266	Facebook	155	1	1407017	324969	9568	0
f	female	Γιώργος Χατζημάρκος	Γιώργος Χατζημάρκος	2128150737398149	Facebook	93	1	1404980	371791	4245	158
f	female	Lara Comi	Lara Comi	155619044465389	Facebook	91	1	1402979	432148	4876	950
f	female	Winkler Gyula		1560147330888040	Facebook	22	1	1395127	620645	1727	440
