gender_code_filter	gender_label_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
f	female	Sign for my Future		1345513882259768	Facebook	74	1	5512191	2292102	40912	9163
f	female	ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ	ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ	82362291274	Facebook	70	1	5499807	2303208	13786	2392
f	female	Greenpeace España	Greenpeace España	133044800622	Facebook	163	1	5434305	1977701	16954	2232
f	female	Gazeta Wyborcza		63563473556	Facebook	385	1	5321493	1736178	12320	1880
f	female	Kyriakos Mitsotakis		34848567724	Facebook	80	1	5186749	2200855	12932	2715
f	female	Referendum Commission		580832208630212	Facebook	28	1	5145906	2334282	34399	7176
f	female	Párbeszéd Magyarországért	Párbeszéd Magyarországért	113684438795574	Facebook	48	1	5122810	2165185	4072	1357
f	female	Patryk Jaki		199877710116314	Facebook	247	1	5026985	1943643	23981	5757
f	female	PACMA - Partido Animalista	PACMA - Partido Animalista	72181181684	Facebook	71	1	4976128	2122566	15056	2641
f	female	Platforma Obywatelska	KKW Koalicja Europejska PO PSL SLD .N Zieloni	102931488739	Facebook	451	1	4963884	2002885	18579	3919
f	female	The Brexit Party	The Brexit Party	230416667843105	Facebook	75	1	4946714	2322686	71258	20418
f	female	Dipartimento per le politiche giovanili e il servizio civile universale – Presidenza del Consiglio dei Ministri	Dipartimento per le politiche giovanili e il servizio civile universale – Presidenza del Consiglio dei Ministri	353868374653514	Facebook	54	1	4940991	2099160	9914	1842
f	female	Momentum Mozgalom	Momentum Mozgalom	592204747588011	Facebook	196	1	4892152	1751732	9458	3096
f	female	Avaaz	Avaaz	8340223883	Facebook	43	1	4826481	2242513	27204	5822
f	female	ČSSD	ČSSD	111041662264882	Facebook	1337	1	4775465	1174090	23581	5586
f	female	Ben Houchen - Tees Valley Mayor	Ben Houchen	1934566156780439	Facebook	142	1	4707766	1709114	33797	7332
f	female	Uniunea Salvați România - USR	Uniunea Salvați România - USR	1058116737612843	Facebook	82	1	4666650	2067320	17623	4163
f	female	Humble Household		1746853745395190	Facebook	53	1	4641731	1873264	45664	11622
f	female	Esquerra Republicana de Catalunya	Esquerra Republicana de Catalunya	150234575797	Facebook	164	1	4608139	1928894	20020	3294
f	female	Greenpeace UK	Greenpeace UK 	9250349228	Facebook	137	1	4572835	1682863	35028	7360
f	female	Change UK - The Independent Group	Change UK - The Independent Group	395151614382309	Facebook	721	1	4541996	1680811	76513	13582
f	female	Giorgos Patoulis	Georgios Patoulis	668804566601196	Facebook	130	1	4504388	1835833	15016	2690
f	female	Open Vld	Open Vld	53668151866	Facebook	344	1	4418728	1591633	37102	5970
f	female	Vytenis Andriukaitis	Vytenis Andriukaitis	1651554231738028	Facebook	50	1	4378793	1954322	6674	1317
f	female	Right To Vote	Right to Vote	408236463256774	Facebook	357	1	4309997	1092261	36074	5641
f	female	Groen	Groen	84920854319	Facebook	180	1	4249160	1498895	20057	2855
f	female	We are the 52%	We are the 52%	466744973727718	Facebook	278	1	4197965	1489115	14049	1885
f	female	Electoral Commission UK	The Electoral Commission	841894835830532	Facebook	43	1	4162407	1786937	31653	6610
f	female	Fundación Anesvad	Jose Manuel Bran Garcia	131231529742	Facebook	225	1	4150410	1589355	33772	6917
f	female	RMDSZ	RMDSZ	102601499822802	Facebook	207	1	4126410	1221254	5676	992
f	female	UK government	UK government	408582579294175	Facebook	16	1	4108346	1819480	51984	17192
f	female	Matthew Hussey		525275707491504	Facebook	51	1	4008947	1712999	43837	8723
f	female	Greenpeace Österreich	Greenpeace Österreich	32984679070	Facebook	597	1	3960669	1170545	48013	1166
f	female	Collectif : Féministes contre le cyberharcèlement		1026099724099181	Facebook	92	1	3939748	1548954	7960	300
f	female	Dominic Hannigan	Dominic Hannigan	210059959032336	Facebook	185	1	3893291	1232132	21125	3202
f	female	Vattenfall Sverige		608975645850217	Facebook	28	1	3797991	1711101	45499	12633
f	female	Dobrev Klára	Demokratikus Koalíció	1880809845328535	Facebook	58	1	3747963	1489655	7461	2554
f	female	Europees Parlement Nederland		270788920480	Facebook	49	1	3731859	1582988	33137	8430
f	female	Πέτρος Κόκκαλης - Petros Kokkalis	Πέτρος Κόκκαλης - Petros Kokkalis	234040963454964	Facebook	198	1	3720574	1388176	16203	2088
f	female	Save the Children España	Save the Children España	57845333112	Facebook	19	1	3700647	1761478	21242	4785
f	female	Venstre, Danmarks Liberale Parti	Venstre, Danmarks Liberale Parti	21465928829	Facebook	281	1	3685222	1369089	29302	7676
f	female	ALDE Party – Liberals and Democrats for Europe		262681199589	Facebook	86	1	3641550	1533195	18174	4020
f	female	kontrast.at	kontrast.at	1079650008770485	Facebook	104	1	3533458	1405765	18703	6006
f	female	Nemzeti Televízió	Alfahír Hírportál	164061553749320	Facebook	87	1	3527941	1460398	9014	3511
f	female	Stichting Vluchteling		120034538112114	Facebook	83	1	3505624	1388928	53662	12650
f	female	Wiosna Biedronia	KW Wiosna Roberta Biedronia	2246647628925721	Facebook	19	1	3472306	1633354	5123	1073
f	female	MSZP	MSZP	115388925185513	Facebook	65	1	3452475	1479168	5722	2403
f	female	Compromís	Compromís	194053080624605	Facebook	51	1	3410963	1450714	13831	2911
f	female	Greens/EFA in the European Parliament		150527751674751	Facebook	58	1	3392543	1460847	4990	1077
f	female	Parlement européen en France	Parlement européen en France	279757933824	Facebook	36	1	3389961	1279998	14763	3899
f	female	School Cuts	National Education Union	871798409656672	Facebook	155	1	3333991	796491	33281	4907
f	female	Peter Mertens	PVDA	236485149843971	Facebook	489	1	3310267	1005750	41311	4097
f	female	LMP - Lehet Más a Politika	LMP - Lehet Más a Politika	47198507012	Facebook	87	1	3301823	1339195	3840	1022
f	female	Partido Socialista Europeu	Partido Socialista Europeu	126509981274614	Facebook	63	1	3231084	1371883	4221	300
f	female	Thodoris Kalabokis	Thodoris Kalabokis	311791572779718	Facebook	139	1	3229912	1133283	15967	2490
f	female	Andreas Schieder	SPÖ	290881691011354	Facebook	161	1	3223821	1073822	25639	5183
f	female	IKEA	IKEA	112961202185776	Facebook	78	1	3198409	1163217	12286	2175
f	female	Oxfam Novib		115289021825188	Facebook	39	1	3197407	1328978	43443	13854
f	female	Amnesty International UK		7624294394	Facebook	92	1	3177398	1369139	28606	9003
f	female	Ayuda LGTB		315021912539118	Facebook	42	1	3152268	1310233	19970	4083
f	female	John Crombez	sp.a	264131406977201	Facebook	83	1	3136993	1255916	18590	3781
f	female	ALDE - Partidul Alianta Liberalilor si Democratilor	EvolveDreamSoft	1445317929104549	Facebook	37	1	3132295	1419087	4339	1258
f	female	The Bamboo Brush Society		1152885191422950	Facebook	82	1	3120951	1192520	15317	2045
f	female	Medici Senza Frontiere		65737832194	Facebook	26	1	3108066	1304565	12083	3926
f	female	TheArticle	TheArticle	607840469632004	Facebook	26	1	3056669	1354611	24257	5879
f	female	Le HCR, l'Agence des Nations Unies pour les Réfugiés		112542522148670	Facebook	59	1	2995017	1225074	13766	3089
f	female	Greenpeace Polska		32104614789	Facebook	57	1	2967712	1232200	6186	1545
f	female	Asthma UK	Asthma UK	40952091012	Facebook	14	1	2944033	1303410	24755	5486
f	female	Die Grünen	Die Grünen	21759893033	Facebook	100	1	2923440	954611	22089	3956
f	female	Angelika Winzig	Wirtschaftsbund Österreich	141015722773374	Facebook	1255	1	2915794	631068	63804	1780
f	female	SP	SP	128393027527	Facebook	161	1	2869703	1114777	34532	6342
f	female	Claudia Gamon	NEOS	447992848717452	Facebook	268	1	2804879	970681	17912	2909
f	female	La Prime Énergie		336155273400553	Facebook	28	1	2785739	1104950	24741	5534
f	female	Ingredientes que Suman		586540488142205	Facebook	13	1	2782967	1284838	7225	1585
f	female	Campact e.V.	Campact e.V.	82734241364	Facebook	34	1	2782624	1167560	16626	4320
f	female	Facebook Brussels	Facebook	287739491272583	Facebook	18	1	2720460	1173078	26481	6770
f	female	En Comú Podem	En Comú Podem	463627663844039	Facebook	54	1	2711142	1121147	9240	2483
f	female	Centerpartiet	Centerpartiet	12690894340	Facebook	154	1	2657739	934017	35515	8345
f	female	Lilian Marijnissen	SP	844559615710915	Facebook	59	1	2657558	1086621	13999	3431
f	female	Primes écologique		152399322377561	Facebook	19	1	2643770	1093328	30531	6587
f	female	Katarina Barley	SPD	1522202731410785	Facebook	234	1	2632803	790152	20683	1151
f	female	Make.org	Make.org	122037308191612	Facebook	58	1	2610779	1115325	19391	3917
f	female	Vlaams Belang Brussel	Vlaams Belang	499682940133305	Facebook	72	1	2602464	1065706	49051	11176
f	female	PSOE Aragón	PSOE Aragón	170970449608409	Facebook	1862	1	2557855	216221	180781	51
f	female	DIE LINKE	DIE LINKE	47694585682	Facebook	252	1	2554993	899190	12522	917
f	female	Lietuvos socialdemokratų partija - LSDP	Lietuvos socialdemokratų partija - LSDP	202360056491831	Facebook	44	1	2510992	1017218	5344	772
f	female	Mon Homéo Mon Choix		1643185362449069	Facebook	28	1	2489258	991506	22902	4846
f	female	Guardian Weekly		64525551258	Facebook	30	1	2485345	1005881	12399	2879
f	female	Game of Sultans		185311195624361	Facebook	7	1	2473598	1091560	54986	13032
f	female	Instant PPI UK		616112792139038	Facebook	73	1	2430160	893254	22824	5175
f	female	Wholesome Culture		1664959567149320	Facebook	7	1	2402117	1061083	5434	1049
f	female	Greenpeace Sverige	Greenpeace Sverige	95735961890	Facebook	339	1	2367475	642200	15560	3541
f	female	Roberta Metsola		406824526101449	Facebook	473	1	2357480	738848	26534	1020
f	female	Covestro		150793518281117	Facebook	16	1	2345436	1029917	4458	1531
f	female	Podem	Unides Podem-Esquerra Unida	792238440859918	Facebook	47	1	2342702	1000542	11106	3853
f	female	Greenpeace Greece	Greenpeace Greece	31324524225	Facebook	42	1	2314060	956498	5985	824
f	female	The Week UK	The Week	177855115588808	Facebook	141	1	2312835	842324	21509	3812
f	female	Party of European Socialists	Party of European Socialists	148097975226385	Facebook	102	1	2298571	737265	6902	428
f	female	Krzysztof Hetman	Krzysztof Hetman	1607487699534202	Facebook	70	1	2289457	922477	4164	908
f	female	Red Barnet		67571270393	Facebook	67	1	2288421	810619	38885	9995
f	female	Ufficio d'informazione in Italia del Parlamento europeo		143544514130	Facebook	37	1	2262328	994573	2468	287
f	female	Stichting De Noordzee		128160633899802	Facebook	37	1	2253854	944770	13924	2852
f	female	D66	D66	52985377549	Facebook	45	1	2250750	900696	13811	3135
f	female	Respeto LGTB		2315084548728652	Facebook	267	1	2250647	832640	20730	1048
f	female	Fără Penali în Funcții Publice	Uniunea Salvați România - USR	275621429636078	Facebook	39	1	2229282	1072187	8040	2104
f	female	Delphinus		20411877802	Facebook	11	1	2226039	1085879	1134	130
f	female	Vereniging Eigen Huis		371735371563	Facebook	15	1	2198566	896459	16546	3709
f	female	Ministère de l'Intérieur		103146727990	Facebook	32	1	2191216	908200	11688	2734
f	female	350.org		12185972707	Facebook	84	1	2162410	546916	10770	1390
f	female	Kostas Dervos	Kostas Dervos	1970779819866623	Facebook	185	1	2142442	655089	7059	91
f	female	SPOLU - občianska demokracia	SPOLU - občianska demokracia	1057020590987528	Facebook	187	1	2139991	729815	14729	1908
f	female	HC Strache	FPÖ	74865038590	Facebook	78	1	2135560	882883	14104	3666
f	female	Prawo i Sprawiedliwość	Komitet Wyborczy Prawo i Sprawiedliwość	157458232131	Facebook	12	1	2130791	1056456	2511	523
f	female	Stadt Wien	Stadt Wien	110971788921077	Facebook	49	1	2126374	757936	11903	1931
f	female	Alfred Sant	Alfred Sant	537789116260209	Facebook	114	1	2113661	811863	9069	1219
f	female	Amref Health Africa - Italia		48677844864	Facebook	72	1	2104133	746254	8047	509
f	female	Irene Montero	Unidas Podemos	699285113542248	Facebook	8	1	2088691	993206	16522	5602
f	female	Scientists for EU	Scientists for EU	642444842524195	Facebook	62	1	2064803	705784	16196	2908
f	female	EDS - EURÓPSKA DEMOKRATICKÁ STRANA	Európska Demokratická Strana	161166119377	Facebook	103	1	2057847	715972	6862	551
f	female	Socialdemokraterna	Socialdemokraterna	8040892957	Facebook	66	1	2056817	581205	20890	6131
f	female	Europäisches Parlament Österreich		124468054313069	Facebook	35	1	2054132	855736	7362	2656
f	female	España Ciudadana		349800235527721	Facebook	18	1	2042369	887362	9135	2344
f	female	Wacky Politicians	Ladbrokes Belgium	325449998160769	Facebook	87	1	2013910	804011	4507	318
f	female	Greenpeace Magyarország		35634348348	Facebook	98	1	2011474	767826	6819	379
f	female	Coalicion Canaria	Coalicion Canaria	1499578240271320	Facebook	45	1	2003223	774056	5066	853
f	female	Bespaarkiosk.nl		1659811130952704	Facebook	3	1	1999997	900000	14997	3000
f	female	Oxfam Great Britain	Oxfam GB	7214031395	Facebook	75	1	1990929	708254	30852	6304
f	female	London Labour Party	The London Labour Party 	474613052643462	Facebook	86	1	1960775	713336	17813	3926
f	female	Vote For Your Future	Vote For Your Future	2026046207505845	Facebook	25	1	1953956	913645	12200	2318
f	female	European Youth Event		919232861444360	Facebook	7	1	1940574	906313	6917	1544
f	female	Mónica Oltra	Compromís	81107269227	Facebook	19	1	1932697	869739	7736	1858
f	female	Partido Por un Mundo más Justo · M+J	Partido Por un Mundo más Justo · M+J	147468905314265	Facebook	21	1	1902908	859304	11813	2244
f	female	Oxfam Italia		150200761667597	Facebook	258	1	1896531	544469	21229	1666
f	female	SOS Colabora		351877478951783	Facebook	29	1	1893553	819567	7588	1811
f	female	Petizioni.it		1410474395723679	Facebook	32	1	1885744	807188	12324	2612
f	female	Roberto Rosso		1735684256653359	Facebook	47	1	1882503	791264	10581	2498
f	female	Renew	Renew  Party	1923371311278106	Facebook	171	1	1877532	442491	22515	3415
f	female	London Gov	the Greater London Authority	713179875369048	Facebook	43	1	1874357	802811	18936	3684
f	female	Amnesty International Polska		57544755889	Facebook	64	1	1863574	664052	6870	2102
f	female	Verv		560545637307176	Facebook	9	1	1849990	879999	4175	1335
f	female	Sverigedemokraterna	Sverigedemokraterna	676246449160270	Facebook	33	1	1841384	767549	20846	5897
f	female	Lizette Risgaard		547601668763372	Facebook	71	1	1836346	749817	21019	5380
f	female	Stefano Maullu		150618724962388	Facebook	33	1	1834485	747468	4799	1041
f	female	Andy Street	The Conservative Party	625464517632792	Facebook	585	1	1831229	513189	33285	910
f	female	Initiative Neue Soziale Marktwirtschaft (INSM)	Initiative Neue Soziale Marktwirtschaft (INSM)	121678260974	Facebook	686	1	1825164	430819	24871	697
f	female	NT Live	NT Live	107334993856	Facebook	119	1	1801821	667452	15493	1416
f	female	Mayor of London	the Greater London Authority	360322167647280	Facebook	18	1	1790461	749483	18106	3524
f	female	Röda Korset		111630258867610	Facebook	72	1	1789459	466583	8424	2514
f	female	DéFI	DéFI	173518112695794	Facebook	149	1	1784257	439407	10104	1030
f	female	Save the Refugees		1931458237163388	Facebook	51	1	1782679	579326	12812	2152
f	female	Colores Contra la Violencia		491948314339036	Facebook	42	1	1737863	617594	4936	199
f	female	Razem	KKW Lewica Razem - Razem, Unia Pracy, RSS	430323810469014	Facebook	51	1	1723971	557043	4039	916
f	female	Sozialdemokratische Partei Europas	Sozialdemokratische Partei Europas	338549033673221	Facebook	78	1	1723071	614290	5657	615
f	female	Europäische Kommission - Vertretung in Österreich		187626534620326	Facebook	18	1	1717037	710470	2491	407
f	female	Amnesty International Nederland	Amnesty International Nederland	57729029960	Facebook	42	1	1704569	624871	11657	1979
f	female	Dungeon Defenders		107960282569653	Facebook	273	1	1698329	693125	5545	305
f	female	Pablo Iglesias	Unidas Podemos	414809308591481	Facebook	4	1	1698302	849152	62843	12569
f	female	UNICEF France		173159234432	Facebook	38	1	1692250	659445	9112	2097
f	female	Facebook	Facebook	726281677519881	Facebook	5	1	1679350	839676	8413	1675
f	female	Aboca		295129913955200	Facebook	56	1	1666314	513532	3778	0
f	female	Parti Socialiste (PS)	Parti Socialiste (PS)	518402351504731	Facebook	107	1	1665800	564915	10760	1952
f	female	Tuxy		870667836405958	Facebook	10	1	1664333	752599	7498	1955
f	female	Sverige för UNHCR		643137272398136	Facebook	87	1	1661827	436656	7394	1936
f	female	Socialdemokratiet		41459763029	Facebook	102	1	1661550	558670	18529	4975
f	female	Women for a People's Vote	Women for a People's Vote	235989320458995	Facebook	82	1	1650262	489268	20518	3104
f	female	WWF España		57973661707	Facebook	40	1	1637310	717611	7642	1275
f	female	CIWF Italia		576664002355828	Facebook	25	1	1610953	676775	12247	2883
f	female	Politice.net	politice.net	2546711162025064	Facebook	12	1	1610419	762454	1599	333
f	female	Greenpeace International		7297163299	Facebook	6	1	1605914	703235	2460	1057
f	female	SDP Hrvatske	SDP Hrvatske	129634970518	Facebook	60	1	1599006	627558	3216	183
f	female	Δημήτρης Καιρίδης-Dimitris Kairidis	Dimitrios Kairidis	165710610795923	Facebook	156	1	1594013	475386	15005	92
f	female	Gitanas Nausėda	Gitanas Nausėda	684534791927883	Facebook	62	1	1588948	506053	4851	380
f	female	Unis pour les Droits Humains		1642871805813802	Facebook	29	1	1587597	661157	1512	54
f	female	EU-kommissionen i Sverige		155824787799	Facebook	18	1	1574843	760848	6831	1640
f	female	Progresívne Slovensko	Progresívne Slovensko	557862947737785	Facebook	61	1	1570248	525046	13093	2934
f	female	Banque mondiale		155174084508744	Facebook	107	1	1569356	582144	2976	49
f	female	Aides énergétiques pour tous		789578834730248	Facebook	16	1	1556630	640073	18184	4082
f	female	Ministerie van Binnenlandse Zaken en Koninkrijksrelaties	Ministerie van Binnenlandse Zaken en Koninkrijksrelaties	326441484085577	Facebook	7	1	1552015	686905	8292	1793
f	female	Property & Business Info		562032903912680	Facebook	282	1	1551039	453813	23734	3716
f	female	Magyar Közösség Pártja	Magyar Közösség Pártja	259594940734093	Facebook	714	1	1535613	246056	68210	0
f	female	Partei der Humanisten	Partei der Humanisten	499613946840551	Facebook	337	1	1528922	383818	9354	345
f	female	Esquerra Barcelona	Esquerra Barcelona	374070875952519	Facebook	25	1	1520358	659199	7292	1799
f	female	LSAP	Lëtzebuerger Sozialistesch Aarbechterpartei	47216059667	Facebook	100	1	1519151	481954	6837	562
f	female	Česká pirátská strana	Česká pirátská strana	109323929038	Facebook	108	1	1506247	595407	4738	1180
f	female	Plan International España	Jose Manuel Bran Garcia	366619768708	Facebook	29	1	1503267	652116	7679	2043
f	female	Agence Isolation Pour Tous		568528630290119	Facebook	25	1	1501628	618054	18020	4156
f	female	Fotografiska Stockholm		142320852554	Facebook	10	1	1497246	653999	1103	247
f	female	Gyöngyösi Márton	Országgyűlés Hivatala Jobbik Frakció	781030738624077	Facebook	20	1	1490589	617352	2666	1185
f	female	Mindaugas Puidokas	Puidokas Mindaugas	1739968129576961	Facebook	95	1	1489214	385215	6081	199
f	female	Håll Sverige Rent	Håll Sverige Rent	236879092476	Facebook	11	1	1481623	626482	12837	2732
f	female	David Casa	David Casa	193035580892638	Facebook	87	1	1477778	416187	5063	333
f	female	Klang der Solidarität		385076005313967	Facebook	84	1	1477485	594176	3425	406
f	female	NPO Zapp		205247699486388	Facebook	6	1	1448392	710368	1728	487
f	female	Vihreät - De Gröna		33722070600	Facebook	33	1	1444191	578298	6284	1548
f	female	Liberalerna	Liberalerna	132266740623	Facebook	96	1	1422405	482222	7440	2098
f	female	Organizace pro pomoc uprchlíkům, z.s.		188235971211201	Facebook	92	1	1421915	329059	920	244
f	female	Junts per Catalunya	Junts per Catalunya	386166375144833	Facebook	36	1	1421435	544739	5327	872
f	female	Lara Comi	Lara Comi	155619044465389	Facebook	91	1	1402979	432148	4876	950
f	female	Cyrus Engerer	Cyrus Engerer	212468218793878	Facebook	113	1	1402462	445702	6008	420
f	female	INBOX	New Digital Media	369693523475596	Facebook	36	1	1402281	609417	1660	100
f	female	Matteo Gazzini	Matteo Gazzini	204493693449796	Facebook	84	1	1381127	432870	8578	1115
f	female	Paweł Kobyliński - Poseł na Sejm RP, Kandydat do Parlamentu Europejskiego	Paweł Kobyliński, kandydat Koalicji Europejskiej do Europarlamentu	1576591379231457	Facebook	35	1	1380271	422668	3539	808
f	female	Alex Salmond	Slainte Media	136191876445102	Facebook	87	1	1369464	502285	6289	807
f	female	Litere.net	litere.net	1504323906337545	Facebook	13	1	1365493	628679	1300	316
f	female	Microsoft Education		171047642947607	Facebook	6	1	1362681	536912	12155	2419
f	female	Giosi Ferrandino	Giosi Ferrandino	141856142632410	Facebook	76	1	1359777	479038	3790	159
f	female	Feministiskt initiativ	Feministiskt initiativ	112513375470294	Facebook	28	1	1357002	518319	10804	4294
f	female	McCabe 4 Mayor	John Mccabe	564061654107377	Facebook	781	1	1348893	305562	48789	308
f	female	Winkler Gyula		1560147330888040	Facebook	22	1	1345855	595778	1728	440
f	female	déi gréng	déi gréng	21710789873	Facebook	24	1	1338965	568858	5315	913
f	female	VB - nos gens d'abord	Vlaams Belang	816130908786112	Facebook	69	1	1337238	499675	17854	3910
f	female	Michal Šimečka • Progresívne Slovensko		194278021265803	Facebook	260	1	1327008	376150	9204	425
f	female	Greenpeace Luxembourg		67370457805	Facebook	131	1	1326799	319324	9373	170
f	female	Facebook Nordic	Facebook	334318366655425	Facebook	9	1	1317696	616367	8119	1634
f	female	Vágó Gábor	LMP - Lehet Más a Politika	453253875264	Facebook	37	1	1314563	539264	2289	602
f	female	Capire il cambiamento climatico		340472676679938	Facebook	10	1	1314066	610648	5137	1164
f	female	Nikos Papandreou	Nikos Papandreou	2245032148843299	Facebook	90	1	1300844	411820	5389	360
f	female	Det Konservative Folkeparti	Det Konservative Folkeparti	39233495912	Facebook	129	1	1290433	475641	20323	5704
f	female	Fratelli d'Italia	Fratelli d'Italia	355710427861591	Facebook	70	1	1290228	521237	6861	1810
f	female	Valdis Dombrovskis	Valdis Dombrovskis	984665731564266	Facebook	139	1	1289161	290756	8692	0
f	female	Mi Hazánk Mozgalom	Mi Hazánk Mozgalom	620030171664750	Facebook	27	1	1283358	544815	2166	756
f	female	VICE Italia		1392630034386716	Facebook	4	1	1278426	639214	793	156
f	female	Miroslav Žiak		396331590493376	Facebook	98	1	1277628	292905	7866	100
f	female	NHS Against Brexit	Scientists for EU	2126073340865034	Facebook	32	1	1276426	402420	10201	1763
f	female	Amnistía Internacional España		78151799929	Facebook	31	1	1269259	555854	8880	1512
f	female	Ádám Kósa Mep	Adam Kosa, Member of the European Parliament	237088069704442	Facebook	11	1	1266436	543179	3252	1478
f	female	WWF UK		311627208673	Facebook	69	1	1264883	504766	11121	1466
f	female	GroenLinks	GroenLinks	175740570505	Facebook	49	1	1260448	465141	7204	1782
f	female	CD&V	CD&V	52997544531	Facebook	101	1	1250390	381988	8966	1161
