advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	spend_code_filter	spend_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Lietuvos Respublikos liberalų sąjūdis		AR132631338879549440	Google	0_50	0 - 50	191	1	7866122	674709	7857	0
ΑΝΟΡΘΩΤΙΚΟ ΚΟΜΜΑ ΕΡΓΑΖΟΜΕΝΟΥ ΛΑΟΥ (ΑΚΕΛ)		AR429686395355791360	Google	0_50	0 - 50	111	1	7504083	691165	4566	0
Fratelli d'Italia Centrodestra Nazionale		AR400032566754672640	Google	0_50	0 - 50	125	1	6286315	559515	5142	0
Pametno		AR222880077921124352	Google	0_50	0 - 50	42	1	5825538	567743	1727	0
Open Vld		AR369049153717665792	Google	0_50	0 - 50	347	1	5521096	296213	14275	0
KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ		AR237340030215913472	Google	0_50	0 - 50	69	1	4714736	436092	2838	0
SoftCream Longina Śniecikowska BAreńska		AR39744596565032960	Google	0_50	0 - 50	29	1	3867236	378495	1193	0
Cink, s.r.o.		AR361287976015101952	Google	0_50	0 - 50	31	1	3735585	362039	1275	0
Rumilus Design Oy		AR391102333313875968	Google	0_50	0 - 50	32	1	3373546	320898	1316	0
COALICION ELECTORAL UNIDAS PODEMOS		AR21167248102129664	Google	0_50	0 - 50	132	1	3307721	246844	5430	0
ENTUSIASMO Y MUCHO VALOR, S.L.U.		AR433345570053029888	Google	0_50	0 - 50	53	1	3250123	312670	2180	0
Strana nezávislosti České republiky		AR465054111008555008	Google	0_50	0 - 50	14	1	3151385	312670	575	0
Sozialdemokratische Partei Österreichs (SPÖ)		AR520910676089110528	Google	0_50	0 - 50	140	1	3077332	213932	5759	0
FDP	FDP	21289227249	Facebook	0_50	0 - 50	857	1	2700710	429658	84578	0
HEADS, s.r.o.		AR356967719951663104	Google	0_50	0 - 50	17	1	2657696	263301	699	0
DIE GRÜNEN – DIE GRÜNE ALTERNATIVE		AR330966468978016256	Google	0_50	0 - 50	273	1	2616555	41140	11231	0
Flamesite s.r.o.		AR522320249995919360	Google	0_50	0 - 50	205	1	2575414	98737	8433	0
UAB "BPN LT"		AR135010682042056704	Google	0_50	0 - 50	28	1	2303885	230388	1151	0
Det Konservative Folkeparti		AR40969452518375424	Google	0_50	0 - 50	251	1	2287428	24684	10326	0
BÜNDNIS 90/DIE GRÜNEN	BÜNDNIS 90/DIE GRÜNEN	47217143218	Facebook	0_50	0 - 50	853	1	2220214	376823	84184	0
CENTERPARTIETS RIKSORGANISATION		AR484881879070146560	Google	0_50	0 - 50	257	1	2114637	0	10573	0
Socialdemokratiet i Region Midtjylland		AR258908874940088320	Google	0_50	0 - 50	49	1	2032355	172791	2015	0
TOP 09		AR268709096956362752	Google	0_50	0 - 50	156	1	1876020	65825	6417	0
Fianna Fáil		AR101183107301900288	Google	0_50	0 - 50	28	1	1785511	164563	1151	0
Gestion et Action Libérale		AR201311233196949504	Google	0_50	0 - 50	195	1	1604491	0	8022	0
Socialdemokratiet Sønderborg kreds		AR556939473108074496	Google	0_50	0 - 50	67	1	1439928	98737	2756	0
Bündnis 90/Die Grünen Baden-Württemberg		AR17917091730423808	Google	0_50	0 - 50	171	1	1407015	0	7035	0
Občanska demokraticka strana		AR386241117529571328	Google	0_50	0 - 50	57	1	1357646	90509	2345	0
Conservatives	The Conservative Party	8807334278	Facebook	0_50	0 - 50	728	1	1236112	194462	60067	0
Česká Produkční Social Media s.r.o.		AR561937852967944192	Google	0_50	0 - 50	39	1	1209539	98737	1604	0
Massimiliano Santini	Massimiliano Ghelfi	389585871653842	Facebook	0_50	0 - 50	33	1	1169316	366854	3256	0
PSOE Aragón	PSOE Aragón	170970449608409	Facebook	0_50	0 - 50	1060	1	1099506	10965	104613	0
Socialdemokraterne Aarhus 1. Kreds		AR152882144039927808	Google	0_50	0 - 50	90	1	1036748	32912	3702	0
Savo-Karjalan vihreät ry		AR343251587273064448	Google	0_50	0 - 50	24	1	1012063	90509	987	0
INBOX	New Digital Media	369693523475596	Facebook	0_50	0 - 50	13	1	1011827	441621	1282	0
Partido Animalista PACMA		AR145115193901318144	Google	0_50	0 - 50	5	1	1003835	98737	205	0
Progresívne Slovensko		AR114793686864232448	Google	0_50	0 - 50	19	1	970923	90509	781	0
GREEN DAY, s.r.o		AR423241058193768448	Google	0_50	0 - 50	51	1	938010	57597	2098	0
Gouvernement	Gouvernement	392341217527576	Facebook	0_50	0 - 50	16	1	907151	274144	1579	0
SF - Socialistisk Folkeparti		AR76998249537339392	Google	0_50	0 - 50	107	1	880413	0	4402	0
Kansallinen Kokoomus r.p.		AR210958348219056128	Google	0_50	0 - 50	50	1	855728	49368	2057	0
Liberal Alliance		AR183859784640888832	Google	0_50	0 - 50	103	1	847500	0	4237	0
CDH - Centre Démocrate Humaniste	CDH - Centre Démocrate Humaniste	189649407806135	Facebook	0_50	0 - 50	34	1	835357	250218	3355	0
Bündnis90/ Die Grünen		AR207068276079984640	Google	0_50	0 - 50	99	1	814588	0	4072	0
Projekt Európa		AR303746959120793600	Google	0_50	0 - 50	54	1	814588	41140	2221	0
Liberal Alliance Djursland		AR73057599863390208	Google	0_50	0 - 50	98	1	806359	0	4031	0
Liberal Democrats	the Liberal Democrats	5883973269	Facebook	0_50	0 - 50	281	1	704183	159891	23185	0
Momentum Mozgalom	Momentum Mozgalom	592204747588011	Facebook	0_50	0 - 50	60	1	659478	217059	1427	334
SOCIALDEMOKRATIET		AR271193993235136512	Google	0_50	0 - 50	42	1	641796	32912	1727	0
Kostas Dervos	Kostas Dervos	1970779819866623	Facebook	0_50	0 - 50	14	1	628025	191402	1381	0
Barcelona en Comú		AR342176264901099520	Google	0_50	0 - 50	58	1	625340	16456	2386	0
European Parliament	European Parliament	178362315106	Facebook	0_50	0 - 50	13	1	618057	186417	1282	0
SPOLU - občianska demokracia		AR194838133366325248	Google	0_50	0 - 50	54	1	518374	8228	2221	0
Teknologia ja tulevaisuus ry		AR340766690994290688	Google	0_50	0 - 50	18	1	518374	41140	740	0
Future Innovation SRL		AR474748779908562944	Google	0_50	0 - 50	8	1	510146	49368	329	0
ChristenUnie	ChristenUnie	211661062254003	Facebook	0_50	0 - 50	20	1	508392	99688	1973	0
Kankaanpään Työväenyhdistys ry		AR217573010171756544	Google	0_50	0 - 50	23	1	485461	32912	946	0
Nieuw-Vlaamse Alliantie		AR417822664892088320	Google	0_50	0 - 50	50	1	485461	8228	2057	0
Freiheitliche Partei Österreich		AR333020356698701824	Google	0_50	0 - 50	31	1	477233	24684	1275	0
Reacciona y Actúa	Actúa 	1916676245053161	Facebook	0_50	0 - 50	15	1	449581	128598	1480	0
Varsinais-Suomen Kokoomus ry		AR199136399197208576	Google	0_50	0 - 50	36	1	444320	16456	1481	0
Venstres Landsorganisation		AR283015942256984064	Google	0_50	0 - 50	45	1	444320	8228	1851	0
EUpositive.sk		AR348804120993333248	Google	0_50	0 - 50	18	1	444320	32912	740	0
Partido Socialista de la Región de Murcia (PSRM-PSOE)	Partido Socialista de la Región de Murcia 	154616807805	Facebook	0_50	0 - 50	19	1	428642	97694	1875	0
Remain United	Centrum Campaign Ltd	388121018451293	Facebook	0_50	0 - 50	18	1	406917	92189	1485	0
Unitas		AR53945888749387776	Google	0_50	0 - 50	48	1	394951	0	1974	0
Valter Flego	IDS - Istarski Demokratski Sabor	441675022557503	Facebook	0_50	0 - 50	6	1	353889	130592	592	0
Vapaus ry		AR124593908880506880	Google	0_50	0 - 50	24	1	345582	16456	987	0
Suomen Sosialidemokraattinen Puolue - Finlands Socialdemokratiska  Parti r.p.		AR525570406367625216	Google	0_50	0 - 50	42	1	345582	0	1727	0
Ρένα Δούρου	Ρένα Δούρου	225197477683663	Facebook	0_50	0 - 50	43	1	343883	71775	4243	0
Open VLD		AR350212320510607360	Google	0_50	0 - 50	40	1	329126	0	1645	0
Párbeszéd Magyarországért		AR567356246269624320	Google	0_50	0 - 50	12	1	320898	24684	493	0
Open Vld	Open Vld	53668151866	Facebook	0_50	0 - 50	21	1	319979	114642	2072	0
Social Democrats	Social Democrats	1012851375393300	Facebook	0_50	0 - 50	16	1	308022	72772	1579	0
MR - Mouvement Réformateur	MR - Mouvement Réformateur	236330169511	Facebook	0_50	0 - 50	195	1	300865	29906	19244	0
Νάσος Ηλιόπουλος	Athanasios Iliopoulos	1535215766758773	Facebook	0_50	0 - 50	7	1	300056	59813	690	0
Compromís	Compromís	194053080624605	Facebook	0_50	0 - 50	48	1	295030	67788	4737	0
Mladež HDZ	HDZ - Hrvatska demokratska zajednica	426737060720348	Facebook	0_50	0 - 50	10	1	280115	61807	986	0
SPOLU - občianska demokracia	SPOLU - občianska demokracia	1057020590987528	Facebook	0_50	0 - 50	10	1	277124	90716	986	0
NÁRODNÁ KOALÍCIA	dtp media	145677979100505	Facebook	0_50	0 - 50	11	1	276126	57819	1085	0
MPhilms		AR260140327963197440	Google	0_50	0 - 50	5	1	263301	24684	205	0
Jaunā Vienotība	Partiju apvienība “Jaunā Vienotība”	164326166970895	Facebook	0_50	0 - 50	11	1	255192	65794	1085	0
Yhteinen hyvä ry		AR296997332115783680	Google	0_50	0 - 50	31	1	255073	0	1275	0
Achille Variati	Achille Variati	478212418874107	Facebook	0_50	0 - 50	6	1	254200	50841	592	0
Verband der Chemischen Industrie e.V.	Chemie Wirtschaftsförderungs GmbH	921326477983554	Facebook	0_50	0 - 50	148	1	238108	25919	14606	0
Carmine Pacente	Carmelo Iannicelli	218066501942820	Facebook	0_50	0 - 50	10	1	230271	48847	986	0
Liberalerna Stockholm	Liberalerna Stockholm	682180208473039	Facebook	0_50	0 - 50	5	1	228791	45759	423	211
NR KLUB JETZT	NR KLUB JETZT	833013456857401	Facebook	0_50	0 - 50	11	1	228276	50841	1085	0
Monika Hohlmeier	Monika Hohlmeier	139065632780165	Facebook	0_50	0 - 50	9	1	226284	50841	888	0
Greenpeace Belgium	Greenpeace Belgium	73232790238	Facebook	0_50	0 - 50	8	1	224291	47850	789	0
Maria Spyraki		AR80818777565954048	Google	0_50	0 - 50	8	1	213932	16456	329	0
Pavel Svoboda	Křesťanská a demokratická unie - Československá strana lidová	1451376028412024	Facebook	0_50	0 - 50	58	1	213898	46791	576	127
Demokratie in Europa - Diem25	Demokratie in Europa - DiEM25	267443093828699	Facebook	0_50	0 - 50	19	1	213314	68785	1875	0
Greens/EFA in the European Parliament	Greens/EFA in the European Parliament	150527751674751	Facebook	0_50	0 - 50	4	1	209342	74766	394	0
Luciano Nobili	Luciano Nobili	406187203142799	Facebook	0_50	0 - 50	5	1	209341	44859	493	0
Kyriakos Mitsotakis	ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ	34848567724	Facebook	0_50	0 - 50	5	1	209341	44859	493	0
Fondation Populaire		AR320938922932699136	Google	0_50	0 - 50	7	1	205704	16456	287	0
RMDSZ	RMDSZ	102601499822802	Facebook	0_50	0 - 50	10	1	204990	53000	208	0
Lietuvos valstiečių ir žaliųjų sąjunga	Lietuvos valstiečių ir žaliųjų sąjunga	190209177745566	Facebook	0_50	0 - 50	5	1	204356	40872	493	0
Γιώργος Καμίνης	Georgios Kaminis	186974508081005	Facebook	0_50	0 - 50	5	1	200369	39875	493	0
Suomen Keskusta r.p.		AR441112520191639552	Google	0_50	0 - 50	15	1	197475	8228	617	0
Vladimír Bilčík SPOLU - občianska demokracia	SPOLU - občianska demokracia	1501859650125625	Facebook	0_50	0 - 50	28	1	193368	47850	2763	0
Fabrizio Ghera	Fabrizio Ghera	1803487999879591	Facebook	0_50	0 - 50	9	1	190396	46853	888	0
GMB Union	GMB Union	103295786760891	Facebook	0_50	0 - 50	5	1	183655	58338	412	0
European People’s Party		AR308399267695820800	Google	0_50	0 - 50	22	1	181019	0	905	0
Coalición electoral Barcelona és Capital - Primàries		AR338953321442181120	Google	0_50	0 - 50	4	1	181019	16456	164	0
Alternative für Deutschland		AR380456861733748736	Google	0_50	0 - 50	4	1	181019	16456	164	0
Jacopo Alberti Consigliere Regionale LEGA Salvini Toscana	JACOPO ALBERTI	1583213175233477	Facebook	0_50	0 - 50	6	1	179433	44859	592	0
Deputati PD	Deputati PD	104652392900508	Facebook	0_50	0 - 50	5	1	169465	39875	493	0
Brando Benifei	Brando Benifei	291380024325396	Facebook	0_50	0 - 50	7	1	166473	35887	690	0
Federica Picchi	Federica Picchi	362494797700891	Facebook	0_50	0 - 50	7	1	165476	32897	690	0
Michela Giuffrida	Michela Giuffrida	656848937718109	Facebook	0_50	0 - 50	7	1	165476	32897	690	0
Ian Borg	Ian Borg	151496594943131	Facebook	0_50	0 - 50	5	1	164481	35887	493	0
Miriam Kuzárová, kandidátka do Európskeho parlamentu	KDH	137416183351336	Facebook	0_50	0 - 50	12	1	164474	41869	1184	0
Možemo - politička platforma	Možemo - politička platforma	1064762700374086	Facebook	0_50	0 - 50	5	1	160493	34891	493	0
Costas Mavrides - Κώστας Μαυρίδης	Costas Mavrides - Κώστας Μαυρίδης	197874087030899	Facebook	0_50	0 - 50	4	1	159497	34891	394	0
Daniele Viotti	Daniele Viotti	138574576313444	Facebook	0_50	0 - 50	4	1	159497	34891	394	0
Eugen Jurzyca - V Bruseli za Slovensko	Richard Sulik	1118309918191690	Facebook	0_50	0 - 50	8	1	159494	49844	789	0
Saku Petteri Räty		AR196651502918434816	Google	0_50	0 - 50	19	1	156335	0	781	0
Corradino Mineo	Danila Tarantino	429319385345	Facebook	0_50	0 - 50	10	1	155504	42866	986	0
Dobrev Klára	Demokratikus Koalíció	1880809845328535	Facebook	0_50	0 - 50	23	1	154782	29450	283	75
CDH liste à la Chambre province de Liège	CDH - Centre Démocrate Humaniste	268478507423505	Facebook	0_50	0 - 50	4	1	154513	30903	394	0
Avaaz	Avaaz	8340223883	Facebook	0_50	0 - 50	2	1	149531	59813	197	0
Giorgia Meloni	Fratelli d'Italia	38919827644	Facebook	0_50	0 - 50	3	1	149530	29906	296	0
Centrālā vēlēšanu komisija	Centrālā vēlēšanu komisija	236758520084700	Facebook	0_50	0 - 50	3	1	149530	29906	296	0
Lucia Kleštincová	EUpositive.sk	1933440166748185	Facebook	0_50	0 - 50	3	1	149530	29906	296	0
Antanas Guoga	Lietuvos Centro Partijos rinkimų sąskaita	18276748821	Facebook	0_50	0 - 50	3	1	149530	29906	296	0
Caterina Avanza	Partito Democratico - Caterina Avanza	623847078064207	Facebook	0_50	0 - 50	3	1	149530	29906	296	0
Podemos Castilla-La Mancha	UNIDAS PODEMOS - IZQUIERDA UNIDA - EQUO CLM	624403874292676	Facebook	0_50	0 - 50	8	1	149525	41869	789	0
Perussuomalaiset r.p., Sannfinländarna r.p.		AR535217521389731840	Google	0_50	0 - 50	18	1	148106	0	740	0
Demokratikus Koalíció	Demokratikus Koalíció	169599166463839	Facebook	0_50	0 - 50	8	1	147045	37300	301	106
Alberto Cirio	RedAbissi	1391061901114543	Facebook	0_50	0 - 50	10	1	141548	33894	986	0
KUKIZ'15	Komitet Wyborczy Wyborców Kukiz'15	328170794051845	Facebook	0_50	0 - 50	20	1	138048	55266	419	10
KW Prawo i Sprawiedliwość		AR32708546780987392	Google	0_50	0 - 50	16	1	131650	0	658	0
Partido Socialista Obrero Español de Castilla y León		AR476313110076981248	Google	0_50	0 - 50	7	1	131650	8228	287	0
Nicola Clerici europee 2019 M5S	Nicola Clerici	2340174086227422	Facebook	0_50	0 - 50	6	1	125601	30903	592	0
Νίκος Ανδρουλάκης	Νίκος Ανδρουλάκης	216089191899991	Facebook	0_50	0 - 50	5	1	124605	30903	493	0
Paola Testori	Paola Testori	658895384568072	Facebook	0_50	0 - 50	14	1	124596	25919	1381	0
Alessandra Nardini	Alessandra Nardini	1393257504323165	Facebook	0_50	0 - 50	8	1	123606	29906	789	0
Nacionālā apvienība "Visu Latvijai!" - "Tēvzemei un Brīvībai/LNNK"		AR420861715031261184	Google	0_50	0 - 50	6	1	123422	8228	246	0
Socialni demokrati (SD)	Socialni demokrati (SD)	12676777580	Facebook	0_50	0 - 50	37	1	122580	26915	3651	0
Už Ingridą	Ingrida Šimonytė	2214495192154107	Facebook	0_50	0 - 50	5	1	119621	53831	493	0
Janika Takatalo		AR113027046556303360	Google	0_50	0 - 50	14	1	115194	0	575	0
Avante Comunicación SL		AR486291452976955392	Google	0_50	0 - 50	14	1	115194	0	575	0
Työlinjalla ry		AR88565111861542912	Google	0_50	0 - 50	14	1	115194	0	575	0
Joachim Brudziński	Joachim Brudziński	722625777782250	Facebook	0_50	0 - 50	5	1	114995	23000	115	0
Nikos Papandreou	Nikos Papandreou	2245032148843299	Facebook	0_50	0 - 50	4	1	114638	25919	394	0
Nicos Tornaritis - Νίκος Τορναρίτης	Nicos Tornaritis - Νίκος Τορναρίτης	115653995162093	Facebook	0_50	0 - 50	6	1	112642	24922	592	0
Anti Poolamets - EKRE kandidaat Europarlamenti	Anti Poolamets	1532805486974348	Facebook	0_50	0 - 50	30	1	112618	23925	2960	0
Uwe Conradt: Saarbrücken - gemeinsam - voran.	CDU Saarbrücken Stadt	577254072692345	Facebook	0_50	0 - 50	4	1	110650	24922	394	0
Izquierda Unida de Castilla y León	Izquierda Unida de Castilla y León	315922371074	Facebook	0_50	0 - 50	4	1	110650	24922	394	0
USR Cluj	Partidul Uniunea Salvati România	287761518247055	Facebook	0_50	0 - 50	3	1	109997	24999	62	0
Daňové a odvodové tipy Jozefa Mihála	SPOLU - občianska demokracia	517511148296579	Facebook	0_50	0 - 50	3	1	109654	24922	296	0
Ιωάννης Σγουρός	Ιωαννης Σγουρος	1401098180146606	Facebook	0_50	0 - 50	3	1	109654	24922	296	0
Nicola Danti	Nicola Danti	241424056063716	Facebook	0_50	0 - 50	3	1	109654	24922	296	0
Ruža Kovačević Bilić	Hrvatska narodna stranka - liberalni demokrati (HNS)	2268602929863854	Facebook	0_50	0 - 50	3	1	109654	24922	296	0
Uniarea	Uniarea	413110028708018	Facebook	0_50	0 - 50	3	1	109654	24922	296	0
Matteo Renzi	Matteo Renzi	113335124914	Facebook	0_50	0 - 50	3	1	109654	24922	296	0
Giorgos Sklavos	Georgios Sklavos	1042099132649984	Facebook	0_50	0 - 50	3	1	109654	24922	296	0
Marea Atlántica	Marea Atlántica	836117153066747	Facebook	0_50	0 - 50	4	1	109653	21931	394	0
Παύλος Ελευθεριάδης	Pavlos Eleftheriadis	768996799785550	Facebook	0_50	0 - 50	4	1	109653	21931	394	0
SMER - SD Bratislava IV.	SMER- SD	1321935907958539	Facebook	0_50	0 - 50	10	1	107653	19937	986	0
Krajská organizácia SMER - SD Košice	strana-smer.sk	394347701414382	Facebook	0_50	0 - 50	20	1	107643	27912	1973	0
Österreichischer Wirtschaftsbund (ÖWB)		AR248881328894771200	Google	0_50	0 - 50	13	1	106966	0	534	0
Tampereen Vihreät ry		AR4096230569279488	Google	0_50	0 - 50	13	1	106966	0	534	0
Ansis Pūpols	Ansis Pūpols	534110743707105	Facebook	0_50	0 - 50	4	1	105666	20934	394	0
Antton Rönnholm	Antton Rönnholm	575908612596562	Facebook	0_50	0 - 50	11	1	105659	26915	1085	0
Michał Boni	KKW Koalicja Europejska PO PSL SLD .N Zieloni	693499534003775	Facebook	0_50	0 - 50	3	1	105441	21088	58	2
Cristian Ghinea	Uniunea Salvați România	269505079808785	Facebook	0_50	0 - 50	2	1	104998	51000	41	0
Giuseppe Cossalter	Giuseppe Cossalter	1981132658773307	Facebook	0_50	0 - 50	3	1	104670	20934	296	0
SDP Hrvatske	SDP Hrvatske	129634970518	Facebook	0_50	0 - 50	3	1	104670	20934	296	0
Viktoras Uspaskich	Darbo partija	160851767470	Facebook	0_50	0 - 50	3	1	104670	20934	296	0
Sergio Chiamparino	Andrea Maccagno	263544377156823	Facebook	0_50	0 - 50	3	1	104670	20934	296	0
Приоритети	БЗНС	1163987410423594	Facebook	0_50	0 - 50	14	1	104659	25919	1381	0
Maggie De Block	Maggie De Block	1410219772556421	Facebook	0_50	0 - 50	24	1	104649	22928	2368	0
38 Degrees	38 Degrees	200006375787	Facebook	0_50	0 - 50	7	1	104428	29529	577	0
Cseh Katalin - Momentum	Momentum Mozgalom	682448271826776	Facebook	0_50	0 - 50	13	1	103543	28600	413	110
Podem Illes Balears	Podem Illes Balears	779897522101509	Facebook	0_50	0 - 50	3	1	100682	19937	296	0
ÖDP Nordrhein-Westfalen	Ökologisch-Demokratische Partei (ÖDP) NRW	138480036196810	Facebook	0_50	0 - 50	3	1	100682	19937	296	0
Mi Hazánk Mozgalom		620030171664750	Facebook	0_50	0 - 50	2	1	99998	20000	46	18
Nikolaj Villumsen	Nikolaj Villumsen	529124290474705	Facebook	0_50	0 - 50	16	1	99708	44486	727	140
informo.bg	informo.bg	262524054082832	Facebook	0_50	0 - 50	1	1	99687	49844	98	0
Francesca Puglisi	Francesca Puglisi	196965250328047	Facebook	0_50	0 - 50	1	1	99687	49844	98	0
Κίνημα Αλλαγής	Κίνημα Αλλαγής	504891253213373	Facebook	0_50	0 - 50	1	1	99687	49844	98	0
Cogito	Cogito	2059332547662115	Facebook	0_50	0 - 50	1	1	99687	49844	98	0
Harald Vilimsky	FPÖ	547597092025909	Facebook	0_50	0 - 50	2	1	99686	19937	197	0
John Crombez	sp.a	264131406977201	Facebook	0_50	0 - 50	2	1	99686	19937	197	0
Francesco Forlin per Perugia	Francesco Forlin	632686940488385	Facebook	0_50	0 - 50	2	1	99686	19937	197	0
Instituto Internacional de Derecho y Medio Ambiente (IIDMA)	Laura Fernández Dobarro	219220477095	Facebook	0_50	0 - 50	2	1	99686	19937	197	0
Βασιλική Λαζαράκου	Βασιλική Λαζαράκου 	443842809693601	Facebook	0_50	0 - 50	2	1	99686	19937	197	0
Angela Russo	Angela Russo 	1624334387651107	Facebook	0_50	0 - 50	2	1	99686	19937	197	0
sp.a	sp.a	57253967150	Facebook	0_50	0 - 50	2	1	99686	19937	197	0
BirdLife Europe and Central Asia	BirdLife Europe and Central Asia	174656216277326	Facebook	0_50	0 - 50	2	1	99686	19937	197	0
Naša voľba	Naša voľba	175203236178487	Facebook	0_50	0 - 50	2	1	99686	19937	197	0
Έλληνες Ριζοσπάστες	Leonidas Chrysochoou	2076559345980059	Facebook	0_50	0 - 50	2	1	99686	19937	197	0
Jusos in der SPD	Jusos in der SPD	40415227476	Facebook	0_50	0 - 50	2	1	99686	19937	197	0
FDP Hessen	FDP Hessen	188188564583	Facebook	0_50	0 - 50	2	1	99686	19937	197	0
Άννα Μισέλ Ασημακοπούλου	Άννα Μισέλ Ασημακοπούλου	1394997234118853	Facebook	0_50	0 - 50	2	1	99686	19937	197	0
Alternativet		AR198061076825243648	Google	0_50	0 - 50	3	1	98737	8228	123	0
AfD-Kreisverband Braunschweig		AR201649882778304512	Google	0_50	0 - 50	12	1	98737	0	493	0
Občanská demokratická strana		AR37429025076936704	Google	0_50	0 - 50	3	1	98737	8228	123	0
Isabella De Monte	Walter Godina - Mandatario Elettorale di Isabella De Monte	152661171597544	Facebook	0_50	0 - 50	9	1	96689	27912	888	0
Valdis Dombrovskis	Valdis Dombrovskis	984665731564266	Facebook	0_50	0 - 50	44	1	96654	15950	4342	0
Párbeszéd Magyarországért	Párbeszéd Magyarországért	113684438795574	Facebook	0_50	0 - 50	5	1	95503	37802	196	39
SMER - SD Košice okolie	SMER - SD	590859404733213	Facebook	0_50	0 - 50	13	1	94691	20934	1282	0
Labros Palantzas / Λάμπρος Παλάντζας	Lampros Palantzas 	540653716458457	Facebook	0_50	0 - 50	6	1	90710	29906	592	0
Partidul Uniunea Salvati Romania		AR150822483883196416	Google	0_50	0 - 50	2	1	90509	8228	82	0
NEA DEMOKRATIA		AR351183464155840512	Google	0_50	0 - 50	2	1	90509	8228	82	0
Let's do it media SRL		AR494327508586463232	Google	0_50	0 - 50	2	1	90509	8228	82	0
Kommuneforeningen for Venstre i Haderslev Kommune		AR314183523491643392	Google	0_50	0 - 50	2	1	90509	8228	82	0
SMER - SD Bratislava V	SMER - SD	1023617851143344	Facebook	0_50	0 - 50	7	1	89712	23925	690	0
Luca Vecchi	Comitato Elettorale Luca Vecchi 2024	245475858955495	Facebook	0_50	0 - 50	19	1	88704	17943	1875	0
Zelení - Strana zelených	Zelení - Strana zelených	39371299263	Facebook	0_50	0 - 50	5	1	86863	20373	356	94
Krajská organizácia SMER - SD Žilina	strana-smer.sk	462466280992892	Facebook	0_50	0 - 50	21	1	86708	16947	2072	0
Elżbieta Łukacijewska	EPL	271399596270991	Facebook	0_50	0 - 50	9	1	84415	19810	165	10
Krajská organizácia SMER - SD Banská Bystrica	SMER - SD	444025863076653	Facebook	0_50	0 - 50	19	1	83719	13956	1875	0
Gwendolyn Rutten	Gwendolyn Rutten	149158155084	Facebook	0_50	0 - 50	23	1	83715	12959	2269	0
South West Green Party	The Green Party of England and Wales	244490049076873	Facebook	0_50	0 - 50	15	1	83536	24487	1237	0
Giuliano Pisapia	Giuliano Pisapia	112352038802143	Facebook	0_50	0 - 50	8	1	82733	21931	789	0
Socialdemokratiet		AR237678679797268480	Google	0_50	0 - 50	10	1	82281	0	411	0
SPD Berlin		AR257142234632159232	Google	0_50	0 - 50	10	1	82281	0	411	0
Antikorupcija-platforma za borbu protiv korupcije		AR441827202749693952	Google	0_50	0 - 50	1	1	82281	8228	41	0
Martin Hojsík • Progresívne Slovensko	Hojsik Martin	147166706140048	Facebook	0_50	0 - 50	5	1	80742	24922	493	0
MENSCHLICHE WELT	Menschliche Welt	245758938922923	Facebook	0_50	0 - 50	6	1	80741	21931	592	0
