spend_code_filter	spend_label_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
1k_5k	1k - 5k	Mayor of London	the Greater London Authority	360322167647280	Facebook	6	1	2111845	923934	22906	4582
1k_5k	1k - 5k	Enel Energia		1589410777971706	Facebook	4	1	2099996	950000	19996	4000
1k_5k	1k - 5k	Asthma UK	Asthma UK	40952091012	Facebook	6	1	2004666	896856	17096	3968
1k_5k	1k - 5k	Socialists and Democrats Group in the European Parliament		127925800618165	Facebook	2	1	1999998	1000000	9998	2000
1k_5k	1k - 5k	Luke 'Ming' Flanagan MEP	Luke 'Ming' Flanagan MEP	182354901841834	Facebook	2	1	1999998	1000000	9998	2000
1k_5k	1k - 5k	Adesso Basta		1062452300584762	Facebook	2	1	1999998	1000000	9998	2000
1k_5k	1k - 5k	EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	3	1	1999997	900000	14997	3000
1k_5k	1k - 5k	Roberto Rosso	Roberto Rosso	1735684256653359	Facebook	3	1	1999997	900000	14997	3000
1k_5k	1k - 5k	ALDE Party – Liberals and Democrats for Europe		262681199589	Facebook	3	1	1999997	900000	14997	3000
1k_5k	1k - 5k	ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ	ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ	82362291274	Facebook	3	1	1999997	900000	14997	3000
1k_5k	1k - 5k	Giorgos Patoulis	Georgios Patoulis	668804566601196	Facebook	3	1	1999997	900000	14997	3000
1k_5k	1k - 5k	Petizioni.it		1410474395723679	Facebook	3	1	1999997	900000	14997	3000
1k_5k	1k - 5k	España Ciudadana		349800235527721	Facebook	3	1	1999997	900000	14997	3000
1k_5k	1k - 5k	Gambrinus		146991996743	Facebook	3	1	1999997	900000	14997	3000
1k_5k	1k - 5k	Ministère de l'Intérieur		103146727990	Facebook	3	1	1999997	900000	14997	3000
1k_5k	1k - 5k	Bespaarkiosk.nl		1659811130952704	Facebook	3	1	1999997	900000	14997	3000
1k_5k	1k - 5k	Parti Populaire - Le Peuple	Parti Populaire - Le Peuple	482811111771571	Facebook	4	1	1999996	800000	19996	4000
1k_5k	1k - 5k	Forza Italia		172265396249029	Facebook	4	1	1999996	800000	19996	4000
1k_5k	1k - 5k	Mon Homéo Mon Choix		1643185362449069	Facebook	4	1	1999996	800000	19996	4000
1k_5k	1k - 5k	Vereniging Eigen Huis		371735371563	Facebook	4	1	1999996	800000	19996	4000
1k_5k	1k - 5k	Médecins du Monde France		265420476920	Facebook	7	1	1999993	900000	34993	7000
1k_5k	1k - 5k	Platforma Obywatelska	KKW Koalicja Europejska PO PSL SLD .N Zieloni	102931488739	Facebook	19	1	1994359	899420	8640	1728
1k_5k	1k - 5k	Dan Lok		998837360158985	Facebook	16	1	1894902	833887	51920	15047
1k_5k	1k - 5k	Matthew Hussey		525275707491504	Facebook	8	1	1810451	817625	20789	4158
1k_5k	1k - 5k	Open Vld	Open Vld	53668151866	Facebook	4	1	1699996	700000	19996	4000
1k_5k	1k - 5k	Mes économies d'énergie		124948231440251	Facebook	4	1	1699996	700000	19996	4000
1k_5k	1k - 5k	Amnesty International UK		7624294394	Facebook	11	1	1672420	803216	12946	5332
1k_5k	1k - 5k	EU-kommissionen i Sverige		155824787799	Facebook	3	1	1666215	833108	7715	1543
1k_5k	1k - 5k	MSZP	MSZP	115388925185513	Facebook	4	1	1636780	763832	3377	1350
1k_5k	1k - 5k	Guardian Weekly		64525551258	Facebook	5	1	1607562	658820	10374	2898
1k_5k	1k - 5k	Stichting Vluchteling		120034538112114	Facebook	7	1	1599993	750000	34993	7000
1k_5k	1k - 5k	London Labour Party	The London Labour Party 	474613052643462	Facebook	10	1	1594020	706200	20748	5796
1k_5k	1k - 5k	Tuxy		870667836405958	Facebook	3	1	1591833	716326	7920	1584
1k_5k	1k - 5k	Fără Penali în Funcții Publice	Uniunea Salvați România - USR	275621429636078	Facebook	15	1	1579366	743234	7318	1463
1k_5k	1k - 5k	Prawo i Sprawiedliwość	Komitet Wyborczy Prawo i Sprawiedliwość	157458232131	Facebook	4	1	1564208	782104	1819	363
1k_5k	1k - 5k	Game of Sultans		185311195624361	Facebook	6	1	1546071	641790	20762	6484
1k_5k	1k - 5k	Fratelli d'Italia	Fratelli d'Italia	355710427861591	Facebook	2	1	1499998	700000	9998	2000
1k_5k	1k - 5k	Πέτρος Κόκκαλης - Petros Kokkalis	Πέτρος Κόκκαλης - Petros Kokkalis	234040963454964	Facebook	2	1	1499998	700000	9998	2000
1k_5k	1k - 5k	Silvio Berlusconi	Silvio Berlusconi	116716651695782	Facebook	2	1	1499998	700000	9998	2000
1k_5k	1k - 5k	Compromís	Compromís	194053080624605	Facebook	2	1	1499998	700000	9998	2000
1k_5k	1k - 5k	ACNUR Comite español		94118672764	Facebook	2	1	1499998	700000	9998	2000
1k_5k	1k - 5k	CDA	CDA	320374518118	Facebook	2	1	1499998	700000	9998	2000
1k_5k	1k - 5k	Ben & Jerry's		147006749798	Facebook	2	1	1499998	700000	9998	2000
1k_5k	1k - 5k	Irene Montero	Unidas Podemos	699285113542248	Facebook	2	1	1499998	700000	9998	2000
1k_5k	1k - 5k	Amnistía Internacional España		78151799929	Facebook	2	1	1499998	700000	9998	2000
1k_5k	1k - 5k	Vandebron		263935850440177	Facebook	2	1	1499998	700000	9998	2000
1k_5k	1k - 5k	CIWF France	CIWF France	335868279790722	Facebook	3	1	1499997	600000	14997	3000
1k_5k	1k - 5k	Blendle		181375052003138	Facebook	3	1	1499997	600000	14997	3000
1k_5k	1k - 5k	Oxfam Novib		115289021825188	Facebook	6	1	1499994	650000	29994	6000
1k_5k	1k - 5k	Labour Future	Labour Future	112846662487263	Facebook	4	1	1477838	672925	12365	2747
1k_5k	1k - 5k	Rädda Barnen		72659261793	Facebook	9	1	1444049	638716	23145	4629
1k_5k	1k - 5k	Les Energies du Soleil		1684031805239401	Facebook	4	1	1399996	600000	19996	4000
1k_5k	1k - 5k	Le HCR, l'Agence des Nations Unies pour les Réfugiés		112542522148670	Facebook	4	1	1399996	600000	19996	4000
1k_5k	1k - 5k	Politice.net	politice.net	2546711162025064	Facebook	3	1	1393563	696782	1463	292
1k_5k	1k - 5k	Facebook	Facebook	316001081653	Facebook	4	1	1384765	553907	12365	2747
1k_5k	1k - 5k	Plan International Sverige		382243262003	Facebook	9	1	1332968	610946	23145	4629
1k_5k	1k - 5k	Declic	Declic	686190454826244	Facebook	7	1	1300657	603878	3415	683
1k_5k	1k - 5k	5Pillars	5 Pillars	490858150969676	Facebook	4	1	1279852	606930	12365	2747
1k_5k	1k - 5k	Centerpartiet	Centerpartiet	12690894340	Facebook	10	1	1277427	566513	25716	5143
1k_5k	1k - 5k	Håll Sverige Rent	Håll Sverige Rent	236879092476	Facebook	4	1	1221890	555405	10286	2057
1k_5k	1k - 5k	PSD Galati	Partidul Social Democrat Galati	1585170161775563	Facebook	10	1	1207751	603878	4878	975
1k_5k	1k - 5k	Jan Jambon	Nieuw-Vlaamse Alliantie	60317812912	Facebook	3	1	1199997	500000	14997	3000
1k_5k	1k - 5k	Economiser Energie		286272318578056	Facebook	3	1	1199997	500000	14997	3000
1k_5k	1k - 5k	MasterClass		687589164666184	Facebook	2	1	1168035	584018	5197	1039
1k_5k	1k - 5k	Microsoft Education		171047642947607	Facebook	4	1	1168034	467214	10394	2079
1k_5k	1k - 5k	Gaia		182073298490036	Facebook	2	1	1164888	553244	10367	4404
1k_5k	1k - 5k	Dansk Folkeparti	Dansk Folkeparti	520449347983427	Facebook	7	1	1162284	514664	13926	3948
1k_5k	1k - 5k	Labour South East	The Labour Party.	123817579216	Facebook	8	1	1147292	495808	18922	4882
1k_5k	1k - 5k	Scientists for EU	Scientists for EU	642444842524195	Facebook	4	1	1121917	461967	15270	3054
1k_5k	1k - 5k	The Week UK	The Week	177855115588808	Facebook	7	1	1106676	457169	12199	3811
1k_5k	1k - 5k	Litere.net	litere.net	1504323906337545	Facebook	3	1	1021946	510973	1463	292
1k_5k	1k - 5k	European Youth Forum	European Youth Forum	80161254850	Facebook	1	1	999999	500000	4999	1000
1k_5k	1k - 5k	Δημήτρης Παπαδημούλης	Dimitrios Papadimoulis	528797520505550	Facebook	1	1	999999	500000	4999	1000
1k_5k	1k - 5k	Ivan ŠTEFANEC		324560137683033	Facebook	1	1	999999	500000	4999	1000
1k_5k	1k - 5k	Alex Agius Saliba	Alex Agius Saliba	656955664383156	Facebook	1	1	999999	500000	4999	1000
1k_5k	1k - 5k	NÁRODNÁ KOALÍCIA	NÁRODNÁ KOALÍCIA	145677979100505	Facebook	1	1	999999	500000	4999	1000
1k_5k	1k - 5k	Facebook	Facebook	197589525931	Facebook	1	1	999999	500000	4999	1000
1k_5k	1k - 5k	Ingredientes que Suman		586540488142205	Facebook	1	1	999999	500000	4999	1000
1k_5k	1k - 5k	European GNSS Agency		128217567344601	Facebook	1	1	999999	500000	4999	1000
1k_5k	1k - 5k	Pablo Iglesias	Unidas Podemos	414809308591481	Facebook	1	1	999999	500000	4999	1000
1k_5k	1k - 5k	Europe Together		140105536131109	Facebook	1	1	999999	500000	4999	1000
1k_5k	1k - 5k	Always France		183045748427091	Facebook	1	1	999999	500000	4999	1000
1k_5k	1k - 5k	Europaparlamentets kontor i Sverige		293678655099	Facebook	1	1	999999	500000	4999	1000
1k_5k	1k - 5k	European Youth Event		919232861444360	Facebook	1	1	999999	500000	4999	1000
1k_5k	1k - 5k	SicheConviene		391770197992824	Facebook	1	1	999999	500000	4999	1000
1k_5k	1k - 5k	Shell		444504516075907	Facebook	1	1	999999	500000	4999	1000
1k_5k	1k - 5k	Capire il cambiamento climatico		340472676679938	Facebook	1	1	999999	500000	4999	1000
1k_5k	1k - 5k	Mama Quilla		387951911757339	Facebook	1	1	999999	500000	4999	1000
1k_5k	1k - 5k	Erepublik		26897053321	Facebook	1	1	999999	500000	4999	1000
1k_5k	1k - 5k	Van Hall Larenstein		234952503230870	Facebook	1	1	999999	500000	4999	1000
1k_5k	1k - 5k	European Parliament Office in Cyprus		205478755729	Facebook	1	1	999999	500000	4999	1000
1k_5k	1k - 5k	EU Environment		305608429284	Facebook	1	1	999999	500000	4999	1000
1k_5k	1k - 5k	Paris Première		140770432659757	Facebook	1	1	999999	500000	4999	1000
1k_5k	1k - 5k	WWF España		57973661707	Facebook	1	1	999999	500000	4999	1000
1k_5k	1k - 5k	Route Auto		252868201731333	Facebook	1	1	999999	500000	4999	1000
1k_5k	1k - 5k	Feudo Arancio		1430685883840905	Facebook	1	1	999999	500000	4999	1000
1k_5k	1k - 5k	RSM MBA		110428762358678	Facebook	1	1	999999	500000	4999	1000
1k_5k	1k - 5k	ADAR		175390195814995	Facebook	1	1	999999	500000	2326	1163
1k_5k	1k - 5k	BonneGueule		140324089470	Facebook	1	1	999999	500000	4999	1000
1k_5k	1k - 5k	FPÖ-Wien		146097669338683	Facebook	1	1	999999	500000	4999	1000
1k_5k	1k - 5k	UBS		218020061613734	Facebook	1	1	999999	500000	4999	1000
1k_5k	1k - 5k	FHE Group		1241383025915322	Facebook	1	1	999999	500000	4999	1000
1k_5k	1k - 5k	Erdős Norbert		225260807491081	Facebook	1	1	999999	500000	4999	1000
1k_5k	1k - 5k	Die Grünen	Die Grünen	21759893033	Facebook	2	1	999998	400000	9998	2000
1k_5k	1k - 5k	Stichting De Noordzee		128160633899802	Facebook	2	1	999998	400000	9998	2000
1k_5k	1k - 5k	Roberta Metsola		406824526101449	Facebook	2	1	999998	400000	9998	2000
1k_5k	1k - 5k	Progresívne Slovensko	Progresívne Slovensko	557862947737785	Facebook	2	1	999998	400000	9998	2000
1k_5k	1k - 5k	Partit Nazzjonalista	Partit Nazzjonalista	159249234115841	Facebook	2	1	999998	400000	9998	2000
1k_5k	1k - 5k	Bart De Wever		24079407056	Facebook	2	1	999998	400000	9998	2000
1k_5k	1k - 5k	WeWorld Onlus		299584710061488	Facebook	2	1	999998	400000	9998	2000
1k_5k	1k - 5k	CIWF Italia		576664002355828	Facebook	2	1	999998	400000	9998	2000
1k_5k	1k - 5k	London Conservatives	London Conservatives	660899050767643	Facebook	6	1	995845	422030	17096	3968
1k_5k	1k - 5k	LO Sverige		163820136238	Facebook	4	1	944187	388783	10286	2057
1k_5k	1k - 5k	Romania #nuepsd	Future Innovation	293215748279337	Facebook	2	1	929042	464521	975	195
1k_5k	1k - 5k	Fidesz	Fidesz	9844779306	Facebook	4	1	927508	381916	3377	1350
1k_5k	1k - 5k	Mette Frederiksen	Socialdemokratiet	57497067718	Facebook	8	1	926256	463130	6200	3100
1k_5k	1k - 5k	Socialdemokratiet	Socialdemokratiet	41459763029	Facebook	9	1	890004	445005	23978	5958
1k_5k	1k - 5k	Yorkshire and the Humber Labour Party	the Labour Party	1608245282744484	Facebook	6	1	883879	408944	17096	3968
1k_5k	1k - 5k	Unblock the Embankment	Unblock The Embankment	296306887805496	Facebook	3	1	882748	368893	5643	1677
1k_5k	1k - 5k	DigitalOcean		149515305173840	Facebook	2	1	876026	408812	5197	1039
1k_5k	1k - 5k	Instant PPI UK		616112792139038	Facebook	5	1	876024	379611	12993	2599
1k_5k	1k - 5k	Pologize Fashion		274227073497806	Facebook	1	1	872879	436440	7768	3884
1k_5k	1k - 5k	Fibrenew International		108329495874655	Facebook	2	1	872879	349152	15537	7769
1k_5k	1k - 5k	WWF UK		311627208673	Facebook	4	1	868642	394838	3651	1827
1k_5k	1k - 5k	World Animal Protection Danmark		33588644626	Facebook	3	1	866473	358168	10826	2397
1k_5k	1k - 5k	Red Barnet		67571270393	Facebook	8	1	861059	384314	18952	4953
1k_5k	1k - 5k	Épargne Malin		1864684416941008	Facebook	14	1	852340	387866	23138	9126
1k_5k	1k - 5k	Oxfam Great Britain	Oxfam GB	7214031395	Facebook	7	1	843828	388919	15104	4118
1k_5k	1k - 5k	Miljöpartiet de gröna	Miljöpartiet de gröna	34780126150	Facebook	2	1	833107	388783	5143	1028
1k_5k	1k - 5k	Det Konservative Folkeparti	Det Konservative Folkeparti	39233495912	Facebook	10	1	804114	384693	16252	5110
1k_5k	1k - 5k	Entega		198244400189055	Facebook	5	1	799995	400000	24995	5000
1k_5k	1k - 5k	Miriam Cates	The Conservative Party	349846382192653	Facebook	1	1	789677	394838	912	456
1k_5k	1k - 5k	Key		1411407032496659	Facebook	1	1	789677	394838	912	456
1k_5k	1k - 5k	Green Party of England and Wales	The Green Party of England and Wales	20995300784	Facebook	2	1	789676	315871	1825	913
1k_5k	1k - 5k	My Nottingham	My Nottingham	103293816400733	Facebook	2	1	789676	315871	1825	913
1k_5k	1k - 5k	Simple Politics		1052029294841900	Facebook	2	1	789676	315871	1825	913
1k_5k	1k - 5k	Amnesty International Polska		57544755889	Facebook	4	1	773734	317315	3690	1436
1k_5k	1k - 5k	Pernille Weiss	Det Konservative Folkeparti	2071183673144991	Facebook	6	1	763403	352758	13151	3560
1k_5k	1k - 5k	Lizette Risgaard		547601668763372	Facebook	7	1	729047	364525	9676	3330
1k_5k	1k - 5k	Plaid Cymru	Plaid Cymru	26416930992	Facebook	2	1	724813	289926	4730	1220
1k_5k	1k - 5k	Yeovil Conservatives	The Yeovil Constituency Conservative Association of 17 The Park, Yeovil, Somerset, BA20 1DN.	1597713690525854	Facebook	4	1	710706	315871	3651	1827
1k_5k	1k - 5k	Right To Vote	Right to Vote	408236463256774	Facebook	7	1	710704	355355	6390	3198
1k_5k	1k - 5k	Advertising Week Europe		957474261104635	Facebook	3	1	700820	292009	7796	1559
1k_5k	1k - 5k	ABOUT YOU	ABOUT YOU	689801517732186	Facebook	2	1	699998	300000	9998	2000
1k_5k	1k - 5k	Comme j'aime		146933438675224	Facebook	2	1	699998	300000	9998	2000
1k_5k	1k - 5k	foodwatch France		194934737335658	Facebook	2	1	699998	300000	9998	2000
1k_5k	1k - 5k	Jesse Klaver		687496011309020	Facebook	2	1	699998	300000	9998	2000
1k_5k	1k - 5k	VB - nos gens d'abord	Vlaams Belang	816130908786112	Facebook	4	1	699996	350000	19996	4000
1k_5k	1k - 5k	More United	More United	618113871680733	Facebook	3	1	699434	271877	8548	1984
1k_5k	1k - 5k	Silvia Dinică		1128229287275038	Facebook	3	1	696781	278713	1463	292
1k_5k	1k - 5k	Jamie Driscoll 4 Mayor	The Labour Party	296264854323788	Facebook	5	1	665869	290039	13278	3204
1k_5k	1k - 5k	Three UK		197259133622381	Facebook	1	1	659952	329976	3817	763
1k_5k	1k - 5k	UK Government Scotland		159100234275780	Facebook	1	1	659952	329976	3817	763
1k_5k	1k - 5k	Leave Means Leave	Leave Means Leave	1705780739687918	Facebook	2	1	659951	263981	7635	1527
1k_5k	1k - 5k	NHS Against Brexit	Scientists for EU	2126073340865034	Facebook	2	1	659951	263981	7635	1527
1k_5k	1k - 5k	Grüner Fisher Investments	Grüner Fisher Investments	138832469593845	Facebook	9	1	649991	250000	44991	9000
1k_5k	1k - 5k	Gazeta Wyborcza		63563473556	Facebook	2	1	586577	273736	909	181
1k_5k	1k - 5k	Eclectica		1379977375431894	Facebook	1	1	584017	292009	2598	519
1k_5k	1k - 5k	Wholesome Culture		1664959567149320	Facebook	1	1	584017	292009	2598	519
1k_5k	1k - 5k	Shell		200969413280005	Facebook	2	1	584017	233607	5197	1039
1k_5k	1k - 5k	Voices for Refugees - أصوات لأجل اللاجئين		1601274913421469	Facebook	1	1	584017	292009	2598	519
1k_5k	1k - 5k	Global Game Changers		241198933439420	Facebook	1	1	584017	292009	2598	519
1k_5k	1k - 5k	Save the Refugees		1931458237163388	Facebook	2	1	584017	233607	5197	1039
1k_5k	1k - 5k	ONU Environnement		155723201059	Facebook	1	1	584017	292009	2598	519
1k_5k	1k - 5k	National Education Union	National Education Union	241312696375349	Facebook	5	1	566309	271311	7469	2591
1k_5k	1k - 5k	Tikaboo Romania		617570241716349	Facebook	5	1	557423	255486	2439	487
1k_5k	1k - 5k	Skandia		139767876088719	Facebook	1	1	555405	277702	2571	514
1k_5k	1k - 5k	S i världen- En rättvis värld är möjlig		229936971031161	Facebook	1	1	555405	277702	2571	514
1k_5k	1k - 5k	Valmyndigheten	Valmyndigheten	1737852076287450	Facebook	2	1	555404	222162	5143	1028
1k_5k	1k - 5k	Världsnaturfonden WWF		371791194529	Facebook	2	1	555404	222162	5143	1028
1k_5k	1k - 5k	Consiliul Național PSD	Partidul Social Democrat	428923027871330	Facebook	2	1	546450	223226	2588	1148
