advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	spend_code_filter	spend_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Partido Animalista PACMA		AR145115193901318144	Google	100_1k	100 - 1k	8	1	11200000	1119999	1999	200
Partido Socialista Obrero Español de Castilla y León		AR476313110076981248	Google	100_1k	100 - 1k	2	1	11000000	1100000	1000	100
Arnora Oy		AR181544213152792576	Google	100_1k	100 - 1k	1	1	10000000	1000000	500	50
Nye Borgerlige		AR447862147196649472	Google	100_1k	100 - 1k	1	1	10000000	1000000	500	50
Česká Produkční Social Media s.r.o.		AR561937852967944192	Google	100_1k	100 - 1k	17	1	9620000	959999	8500	849
Sotsiaaldemokraatlik Erakond		AR61981944358895616	Google	100_1k	100 - 1k	13	1	9099999	909999	5000	500
COALICION CANARIA		AR489541609348661248	Google	100_1k	100 - 1k	15	1	8600000	859999	7000	699
Sloboda a Solidarita		AR242125929453715456	Google	100_1k	100 - 1k	17	1	7730000	769999	8500	849
Alternativet		AR198061076825243648	Google	100_1k	100 - 1k	12	1	6999999	699999	3500	350
Socialdemokratiet Sønderborg kreds		AR556939473108074496	Google	100_1k	100 - 1k	12	1	6600000	659999	6000	599
UAB "BPN LT"		AR135010682042056704	Google	100_1k	100 - 1k	6	1	5999999	599999	2999	300
Det Konservative Folkeparti		AR40969452518375424	Google	100_1k	100 - 1k	30	1	5620000	550000	11000	1099
Socialdemokratiet i Region Midtjylland		AR258908874940088320	Google	100_1k	100 - 1k	13	1	5520000	550000	6000	599
Cink, s.r.o.		AR361287976015101952	Google	100_1k	100 - 1k	8	1	5300000	530000	4000	400
Fondation Populaire		AR320938922932699136	Google	100_1k	100 - 1k	17	1	5100000	510000	7500	749
Gouvernement	Gouvernement	392341217527576	Facebook	100_1k	100 - 1k	14	1	4599986	1950000	7986	2200
Freiheitliche Partei Österreich		AR333020356698701824	Google	100_1k	100 - 1k	30	1	4550000	450000	7000	699
Liberal Alliance		AR183859784640888832	Google	100_1k	100 - 1k	61	1	4420000	430000	27499	2750
Progresívne Slovensko		AR114793686864232448	Google	100_1k	100 - 1k	6	1	4200000	420000	2999	300
SPOLU - občianska demokracia		AR194838133366325248	Google	100_1k	100 - 1k	8	1	4200000	419999	2999	300
European Parliament	European Parliament	178362315106	Facebook	100_1k	100 - 1k	20	1	3999980	1660000	12980	4400
NEA DEMOKRATIA		AR351183464155840512	Google	100_1k	100 - 1k	6	1	3100000	310000	1999	200
OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO)		AR392996516970627072	Google	100_1k	100 - 1k	7	1	3100000	310000	1999	200
CDA Doetinchem		AR453512812329697280	Google	100_1k	100 - 1k	3	1	3000000	300000	1499	150
Párbeszéd Magyarországért		AR567356246269624320	Google	100_1k	100 - 1k	5	1	3000000	300000	1499	150
Nieuw-Vlaamse Alliantie		AR417822664892088320	Google	100_1k	100 - 1k	48	1	2750000	260000	11500	1149
Avaaz	Avaaz	8340223883	Facebook	100_1k	100 - 1k	8	1	2699992	1070000	4492	1200
Fianna Fáil		AR101183107301900288	Google	100_1k	100 - 1k	7	1	2410000	240000	3500	350
Fidesz	Fidesz	9844779306	Facebook	100_1k	100 - 1k	18	1	2336283	1089933	10354	4816
Slovenska demokratska stranka		AR170068335415787520	Google	100_1k	100 - 1k	2	1	2000000	200000	1000	100
CDU-Kreisverband Neustadt		AR152876371603881984	Google	100_1k	100 - 1k	2	1	2000000	200000	1000	100
Green Party of England and Wales	The Green Party of England and Wales	20995300784	Facebook	100_1k	100 - 1k	20	1	1926089	864256	5372	1418
Ciudadanos - Partido de la Ciudadanía		AR309397624253841408	Google	100_1k	100 - 1k	40	1	1800000	180000	9000	899
Občanská demokratická strana		AR37429025076936704	Google	100_1k	100 - 1k	9	1	1800000	180000	4500	450
Suomen Sosialidemokraattinen Puolue - Finlands Socialdemokratiska  Parti r.p.		AR525570406367625216	Google	100_1k	100 - 1k	38	1	1799999	159999	13500	1349
Perussuomalaiset r.p., Sannfinländarna r.p.		AR535217521389731840	Google	100_1k	100 - 1k	19	1	1769999	169999	7500	749
Suomen Keskusta r.p.		AR441112520191639552	Google	100_1k	100 - 1k	19	1	1709999	170000	4500	450
Venstres Landsorganisation		AR283015942256984064	Google	100_1k	100 - 1k	36	1	1659999	160000	11000	1099
Pirkanmaan Kokoomus ry		AR571246318408695808	Google	100_1k	100 - 1k	11	1	1529999	150000	4500	450
Barcelona en Comú		AR342176264901099520	Google	100_1k	100 - 1k	6	1	1499999	150000	2999	300
Det Konservative Folkeparti	Det Konservative Folkeparti	39233495912	Facebook	100_1k	100 - 1k	29	1	1411561	315794	18227	3692
Socialdemokratiet		AR237678679797268480	Google	100_1k	100 - 1k	15	1	1309999	129999	7000	699
SPD Berlin		AR257142234632159232	Google	100_1k	100 - 1k	6	1	1309999	129999	2499	250
Kresťanská únia		AR358916054556082176	Google	100_1k	100 - 1k	4	1	1299999	129999	1999	200
Sozialdemokratische Partei Deutschlands SPD		AR224933965641809920	Google	100_1k	100 - 1k	4	1	1299999	129999	1999	200
Bündnis90/ Die Grünen		AR207068276079984640	Google	100_1k	100 - 1k	36	1	1289999	109999	15000	1499
GREEN DAY, s.r.o		AR423241058193768448	Google	100_1k	100 - 1k	6	1	1229999	119999	2999	300
Teknologia ja tulevaisuus ry		AR340766690994290688	Google	100_1k	100 - 1k	4	1	1209999	119999	1999	200
Maria Spyraki		AR80818777565954048	Google	100_1k	100 - 1k	3	1	1200000	119999	1499	150
EUpositive.sk		AR348804120993333248	Google	100_1k	100 - 1k	2	1	1100000	110000	1000	100
Nacionālā apvienība "Visu Latvijai!" - "Tēvzemei un Brīvībai/LNNK"		AR420861715031261184	Google	100_1k	100 - 1k	2	1	1100000	109999	1000	100
NÁRODNÁ KOALÍCIA		AR12498698428743680	Google	100_1k	100 - 1k	4	1	1100000	109999	1000	100
Partidul Uniunea Salvati Romania		AR150822483883196416	Google	100_1k	100 - 1k	8	1	1010000	100000	1000	100
DIE GRÜNEN – DIE GRÜNE ALTERNATIVE		AR330966468978016256	Google	100_1k	100 - 1k	3	1	1000000	100000	500	50
Coalición electoral Barcelona és Capital - Primàries		AR338953321442181120	Google	100_1k	100 - 1k	1	1	1000000	100000	500	50
Strana nezávislosti České republiky		AR465054111008555008	Google	100_1k	100 - 1k	1	1	1000000	100000	500	50
Matteo Salvini	Lega - Salvini Premier	252306033154	Facebook	100_1k	100 - 1k	1	1	999999	500000	499	100
Remain United	Centrum Campaign Ltd	388121018451293	Facebook	100_1k	100 - 1k	28	1	980753	420087	5362	1169
Momentum Mozgalom	Momentum Mozgalom	592204747588011	Facebook	100_1k	100 - 1k	23	1	940475	436943	2681	1186
HLAS		AR312619193323225088	Google	100_1k	100 - 1k	22	1	939999	79999	11000	1099
Konfederacja KORWiN Braun Liroy Narodowcy	KWW Konfederacja KORWiN Braun Liroy Narodowcy	1971966879776579	Facebook	100_1k	100 - 1k	17	1	909082	386647	3033	956
European Commission	European Commission	107898832590939	Facebook	100_1k	100 - 1k	3	1	899997	400000	1497	300
Alianța 2020 USR PLUS	Alianța 2020 USR PLUS	621574984950400	Facebook	100_1k	100 - 1k	5	1	865831	372391	1945	452
Gyöngyösi Márton	Országgyűlés Hivatala Jobbik Frakció	781030738624077	Facebook	100_1k	100 - 1k	3	1	799997	350000	1857	928
Prawo i Sprawiedliwość	Komitet Wyborczy Prawo i Sprawiedliwość	157458232131	Facebook	100_1k	100 - 1k	5	1	726498	302355	1552	310
INBOX	New Digital Media	369693523475596	Facebook	100_1k	100 - 1k	2	1	699998	300000	998	200
Οι Έλληνες	In Progress	2273336566260671	Facebook	100_1k	100 - 1k	2	1	699998	300000	1998	1000
Jobbik Magyarországért Mozgalom	Országgyűlés Hivatala Jobbik Frakció	287770891404	Facebook	100_1k	100 - 1k	3	1	699997	300000	1857	928
Hämeen Uusi Suunta ry		AR330633591832707072	Google	100_1k	100 - 1k	10	1	619999	60000	4000	400
Massimiliano Santini	Massimiliano Ghelfi	389585871653842	Facebook	100_1k	100 - 1k	5	1	599995	270000	2495	500
SPÖ	SPÖ	77393060080	Facebook	100_1k	100 - 1k	9	1	599991	180000	4491	900
Harald Vilimsky	FPÖ	547597092025909	Facebook	100_1k	100 - 1k	2	1	549998	210000	998	200
The Labour Party	The Labour Party	25749647410	Facebook	100_1k	100 - 1k	9	1	528140	257177	2733	833
Petteri Rädyn tukiyhdistys ry		AR427131130332839936	Google	100_1k	100 - 1k	12	1	519999	50000	3500	350
Carlo Calenda	Siamo Europei	131887960826264	Facebook	100_1k	100 - 1k	1	1	499999	200000	499	100
Romania #nuepsd	Future Innovation	293215748279337	Facebook	100_1k	100 - 1k	1	1	499999	200000	209	105
Party of the European Left	Franziska Laskowski	160598290012	Facebook	100_1k	100 - 1k	1	1	499999	200000	499	100
ΣΥ.ΡΙΖ.Α.	ΣΥ.ΡΙΖ.Α.	31895177275	Facebook	100_1k	100 - 1k	1	1	499999	200000	999	500
In Progress	In Progress	254883792041627	Facebook	100_1k	100 - 1k	1	1	499999	200000	999	500
Cruel	In Progress	1949870255322243	Facebook	100_1k	100 - 1k	1	1	499999	200000	999	500
Ομάδα Μνήμης	In Progress	230319800467420	Facebook	100_1k	100 - 1k	1	1	499999	200000	999	500
Θοδωρής Ζαγοράκης / Thodoris Zagorakis	Θοδωρής Ζαγοράκης / Thodoris Zagorakis	235332330007800	Facebook	100_1k	100 - 1k	1	1	499999	200000	499	100
Socialdemokraterne Aarhus 1. Kreds		AR152882144039927808	Google	100_1k	100 - 1k	5	1	499999	50000	2499	250
Flamesite s.r.o.		AR522320249995919360	Google	100_1k	100 - 1k	5	1	499999	50000	2499	250
Open Vld	Open Vld	53668151866	Facebook	100_1k	100 - 1k	8	1	499992	160000	3992	800
VVD	VVD	121264564551002	Facebook	100_1k	100 - 1k	3	1	449997	210000	1497	300
Peter Mertens	PVDA	236485149843971	Facebook	100_1k	100 - 1k	5	1	449995	210000	2495	500
Caterina Avanza	Partito Democratico - Caterina Avanza	623847078064207	Facebook	100_1k	100 - 1k	6	1	449994	180000	2994	600
Akcja Demokracja	Akcja Demokracja	277892342334350	Facebook	100_1k	100 - 1k	4	1	449771	188561	1507	301
Jakab Péter	Országgyűlés Hivatala Jobbik Frakció	781150971947219	Facebook	100_1k	100 - 1k	3	1	418496	209249	1266	624
Alternative für Deutschland		AR380456861733748736	Google	100_1k	100 - 1k	5	1	410000	40000	2499	250
Europäisches Parlament - Verbindungsbüro in Deutschland	Europäisches Parlament - Verbindungsbüro in Deutschland	294494163510	Facebook	100_1k	100 - 1k	2	1	399998	200000	1498	600
Demokratie in Europa - Diem25	Demokratie in Europa - DiEM25	267443093828699	Facebook	100_1k	100 - 1k	5	1	399995	170000	2495	500
SPD		AR456734381399080960	Google	100_1k	100 - 1k	26	1	360000	30000	4500	450
Giorgia Meloni	Fratelli d'Italia	38919827644	Facebook	100_1k	100 - 1k	3	1	349997	160000	1497	300
Ivan ŠTEFANEC	KDH	324560137683033	Facebook	100_1k	100 - 1k	3	1	349997	160000	1497	300
Wiosna Biedronia	KW Wiosna Roberta Biedronia	2246647628925721	Facebook	100_1k	100 - 1k	2	1	343657	141381	753	150
Moderaterna	Moderaterna	7719591155	Facebook	100_1k	100 - 1k	7	1	333335	141673	4270	1131
Change UK - The Independent Group	Change UK - The Independent Group	395151614382309	Facebook	100_1k	100 - 1k	19	1	329752	104007	3316	700
Conservatives	The Conservative Party	8807334278	Facebook	100_1k	100 - 1k	730	1	313975	53662	11552	231
Jukka Kopra		AR232680299937398784	Google	100_1k	100 - 1k	8	1	310000	30000	1999	200
Krzysztof Jurgiel	Overs sp. z o.o.	465990636788016	Facebook	100_1k	100 - 1k	1	1	304473	121789	708	141
ALDE - Partidul Alianta Liberalilor si Democratilor	EvolveDreamSoft	1445317929104549	Facebook	100_1k	100 - 1k	2	1	299998	150000	419	210
HDZ - Hrvatska demokratska zajednica	HDZ - Hrvatska demokratska zajednica	406059206159790	Facebook	100_1k	100 - 1k	2	1	299998	150000	998	200
Maailman Paras Pääkaupunki ry		AR221113437613195264	Google	100_1k	100 - 1k	9	1	270000	20000	4500	450
USR Maramureș	USR Maramureș	1750327845246533	Facebook	100_1k	100 - 1k	1	1	267738	107095	562	112
People's Vote UK	People's Vote	748608695327755	Facebook	100_1k	100 - 1k	15	1	262711	83241	2466	462
Caterina Cerroni	Caterina Cerroni	1618719834925589	Facebook	100_1k	100 - 1k	2	1	249998	110000	998	200
CD&V	CD&V	52997544531	Facebook	100_1k	100 - 1k	3	1	249997	110000	1497	300
Partidul Naţional Liberal	Future Innovation 	181375448581167	Facebook	100_1k	100 - 1k	3	1	246519	109304	307	124
Socialdemokratiet	Socialdemokratiet	41459763029	Facebook	100_1k	100 - 1k	7	1	242708	50281	2318	556
Varsinais-Suomen Kokoomus ry		AR199136399197208576	Google	100_1k	100 - 1k	15	1	240000	10000	7500	749
European People’s Party		AR308399267695820800	Google	100_1k	100 - 1k	9	1	240000	20000	2999	300
Sozialdemokratische Partei Österreich		AR89974685768351744	Google	100_1k	100 - 1k	6	1	220000	20000	1999	200
Mette Abildgaard	Mette Abildgaard	309867232515766	Facebook	100_1k	100 - 1k	8	1	204297	46075	1803	500
Kankaanpään Työväenyhdistys ry		AR217573010171756544	Google	100_1k	100 - 1k	2	1	200000	20000	1000	100
Projekt Európa		AR303746959120793600	Google	100_1k	100 - 1k	2	1	200000	20000	1000	100
CENTERPARTIETS RIKSORGANISATION		AR484881879070146560	Google	100_1k	100 - 1k	23	1	200000	0	10000	999
D66	D66	52985377549	Facebook	100_1k	100 - 1k	1	1	199999	100000	499	100
Carmine Spiaggia	Carmine Spiaggia	425820797979047	Facebook	100_1k	100 - 1k	1	1	199999	100000	499	100
West Midlands Conservatives	West Midlands Conservatives	223025417884693	Facebook	100_1k	100 - 1k	1	1	199999	100000	577	115
PACMA - Partido Animalista	PACMA - Partido Animalista	72181181684	Facebook	100_1k	100 - 1k	1	1	199999	100000	499	100
Γιώργος Καμίνης	Georgios Kaminis	186974508081005	Facebook	100_1k	100 - 1k	1	1	199999	100000	999	500
Podemos Aragón	Podemos Equo	570770963015441	Facebook	100_1k	100 - 1k	1	1	199999	100000	499	100
Dr. Lukács László György	Országgyűlés Hivatala Jobbik Frakció	490006464353222	Facebook	100_1k	100 - 1k	1	1	199999	100000	619	309
Barbara Pas	Vlaams Belang	365242667182267	Facebook	100_1k	100 - 1k	1	1	199999	100000	999	500
Κίνημα Αλλαγής	Κίνημα Αλλαγής	504891253213373	Facebook	100_1k	100 - 1k	1	1	199999	100000	499	100
Caio Mussolini	Caio Mussolini	2393234914229651	Facebook	100_1k	100 - 1k	1	1	199999	100000	499	100
Ahora Repúblicas	Esquerra Republicana de Catalunya	578942235869606	Facebook	100_1k	100 - 1k	1	1	199999	100000	499	100
European Committee of the Regions	European Committee of the Regions	527351247377965	Facebook	100_1k	100 - 1k	1	1	199999	100000	499	100
Fabrizio Ghera	Fabrizio Ghera	1803487999879591	Facebook	100_1k	100 - 1k	2	1	199998	100000	998	200
Beate Meinl-Reisinger	NEOS	243225039137708	Facebook	100_1k	100 - 1k	2	1	199998	100000	1498	600
Mark Durkan	Fine Gael	2002340613394109	Facebook	100_1k	100 - 1k	2	1	199998	100000	1498	600
Vlaams Belang	Vlaams Belang	56605856504	Facebook	100_1k	100 - 1k	3	1	199997	70000	1997	700
Berliner Stadtwerke	Berliner Stadtwerke	765844936882239	Facebook	100_1k	100 - 1k	3	1	199997	70000	1497	300
Bayernpartei	Bayernpartei	78309442751	Facebook	100_1k	100 - 1k	4	1	199996	40000	1996	400
Elżbieta Łukacijewska	EPL	271399596270991	Facebook	100_1k	100 - 1k	5	1	184482	74609	890	178
SF - Socialistisk Folkeparti		AR76998249537339392	Google	100_1k	100 - 1k	11	1	180000	10000	4500	450
Saku Petteri Räty		AR196651502918434816	Google	100_1k	100 - 1k	8	1	150000	10000	2999	300
PARTEI MENSCH UMWELT TIERSCHUTZ	PARTEI MENSCH UMWELT TIERSCHUTZ	108568039165729	Facebook	100_1k	100 - 1k	3	1	149997	30000	1497	300
FDP	FDP	21289227249	Facebook	100_1k	100 - 1k	3	1	149997	30000	1497	300
Deirdre Clune MEP	Deirdre Clune MEP	516116248507364	Facebook	100_1k	100 - 1k	3	1	149997	30000	1497	300
Krajská organizácia SMER - SD Žilina	strana-smer.sk	462466280992892	Facebook	100_1k	100 - 1k	3	1	149997	30000	1497	300
Yhteinen hyvä ry		AR296997332115783680	Google	100_1k	100 - 1k	4	1	129999	10000	1999	200
DOPRAVA		AR56197688563073024	Google	100_1k	100 - 1k	7	1	129999	10000	1999	200
Liberal Democrats	the Liberal Democrats	5883973269	Facebook	100_1k	100 - 1k	281	1	121897	27677	4013	0
Gestion et Action Libérale		AR201311233196949504	Google	100_1k	100 - 1k	15	1	119999	0	6000	599
Kristdemokraterna		AR332197922001125376	Google	100_1k	100 - 1k	3	1	119999	10000	1499	150
Przemysław Przybylski	Komitet Wyborczy Prawo i Sprawiedliwość	256850261180940	Facebook	100_1k	100 - 1k	2	1	119590	53918	277	125
USR Bihor	Uniunea Salvați România Filiala Bihor	1592660281028385	Facebook	100_1k	100 - 1k	3	1	116302	51173	146	29
Eesti Reformierakond		AR547139251091800064	Google	100_1k	100 - 1k	2	1	110000	10000	1000	100
Euroopassa Suomen Tähden ry		AR176823734856843264	Google	100_1k	100 - 1k	1	1	100000	10000	500	50
MPhilms		AR260140327963197440	Google	100_1k	100 - 1k	1	1	100000	10000	500	50
Morten Dahlin		AR273707476816232448	Google	100_1k	100 - 1k	1	1	100000	10000	500	50
Avante Comunicación SL		AR486291452976955392	Google	100_1k	100 - 1k	1	1	100000	10000	500	50
Mediabrands Digital OÜ		AR530356305605427200	Google	100_1k	100 - 1k	1	1	100000	10000	500	50
COALICIO COMPROMIS:BLOC-INICIATIVA-VERDS		AR564955737508282368	Google	100_1k	100 - 1k	1	1	100000	10000	500	50
Liberal Alliance Djursland		AR73057599863390208	Google	100_1k	100 - 1k	1	1	100000	10000	500	50
Michael Aastrup Jensen		AR92226485582036992	Google	100_1k	100 - 1k	1	1	100000	10000	500	50
Klassiskt Liberala Partiet		AR214800866480226304	Google	100_1k	100 - 1k	1	1	100000	10000	500	50
W.R.P.R., s.r.o.		AR111802190602960896	Google	100_1k	100 - 1k	1	1	100000	10000	500	50
Freie Demokratische Partei (FDP)		AR134039538396823552	Google	100_1k	100 - 1k	1	1	100000	10000	500	50
Peter Pollák	OBYČAJNÍ ĽUDIA a nezávislé osobnosti	307556876112136	Facebook	100_1k	100 - 1k	1	1	99999	50000	499	100
GroenLinks	GroenLinks	175740570505	Facebook	100_1k	100 - 1k	1	1	99999	50000	499	100
Andreas Schieder	SPÖ	290881691011354	Facebook	100_1k	100 - 1k	1	1	99999	50000	999	500
Esquerra Republicana de Catalunya	Esquerra Republicana de Catalunya	150234575797	Facebook	100_1k	100 - 1k	1	1	99999	50000	499	100
EAJ-PNV	EAJ-PNV	26830001203	Facebook	100_1k	100 - 1k	1	1	99999	50000	499	100
Federico Perugini	Federico Perugini	356449288308129	Facebook	100_1k	100 - 1k	1	1	99999	50000	499	100
Βασιλική Λαζαράκου	Βασιλική Λαζαράκου 	443842809693601	Facebook	100_1k	100 - 1k	1	1	99999	50000	499	100
Markel Olano	EAJ-PNV	898191063533170	Facebook	100_1k	100 - 1k	1	1	99999	50000	499	100
Daniela Santanchè	Daniela Garnero Santanchè	56413702888	Facebook	100_1k	100 - 1k	1	1	99999	50000	499	100
CD&V Oostkamp	CD&V Oostkamp	2062142307347631	Facebook	100_1k	100 - 1k	1	1	99999	50000	499	100
sp.a	sp.a	57253967150	Facebook	100_1k	100 - 1k	1	1	99999	50000	499	100
Росен Богомилов	Ivanov Hristo	1183492355137046	Facebook	100_1k	100 - 1k	1	1	99999	50000	499	100
Festival Psicologia	Ordine degli Psicologi del Lazio	375703235973864	Facebook	100_1k	100 - 1k	1	1	99999	50000	499	100
Fratelli d'Italia	Fratelli d'Italia	355710427861591	Facebook	100_1k	100 - 1k	1	1	99999	50000	499	100
Leo Varadkar T.D.	Fine Gael	178974912140818	Facebook	100_1k	100 - 1k	1	1	99999	50000	499	100
Giorgos Amiras - Γιώργος Αμυράς	Giorgos Amiras - Γιώργος Αμυράς	1407652086114560	Facebook	100_1k	100 - 1k	1	1	99999	50000	499	100
Andrej Bóna	Vokoun Tomas	321165708610626	Facebook	100_1k	100 - 1k	1	1	99999	50000	388	194
Vladimír Bilčík SPOLU - občianska demokracia	SPOLU - občianska demokracia	1501859650125625	Facebook	100_1k	100 - 1k	1	1	99999	50000	499	100
Geert Bourgeois	Nieuw-Vlaamse Alliantie	649429725077632	Facebook	100_1k	100 - 1k	1	1	99999	50000	499	100
Scientists for EU	Scientists for EU	642444842524195	Facebook	100_1k	100 - 1k	1	1	99999	50000	577	115
Partito Democratico	Partito Democratico	77034286895	Facebook	100_1k	100 - 1k	1	1	99999	50000	499	100
Fabrizio Ferrandelli		73230810464	Facebook	100_1k	100 - 1k	1	1	99999	50000	499	100
Νίκη Τζαβέλα - Niki Tzavela Official	Φερονικη Τζαβελα	866035200090418	Facebook	100_1k	100 - 1k	1	1	99999	50000	499	100
ver.di	la red	252085013582	Facebook	100_1k	100 - 1k	1	1	99999	50000	999	500
BÜNDNIS 90/DIE GRÜNEN	BÜNDNIS 90/DIE GRÜNEN	47217143218	Facebook	100_1k	100 - 1k	2	1	99998	20000	998	200
Peter Gillo	Peter Gillo	578310722649724	Facebook	100_1k	100 - 1k	2	1	99998	20000	998	200
PS Région bruxelloise	PS Région bruxelloise	279112515484034	Facebook	100_1k	100 - 1k	2	1	99998	20000	998	200
Più Europa Vercelli	Carloalberto Polidori	527235457776008	Facebook	100_1k	100 - 1k	2	1	99998	20000	998	200
Izquierda Unida de Castilla y León	Izquierda Unida de Castilla y León	315922371074	Facebook	100_1k	100 - 1k	2	1	99998	20000	998	200
Krajská organizácia SMER - SD Banská Bystrica	SMER - SD	444025863076653	Facebook	100_1k	100 - 1k	2	1	99998	20000	998	200
Krajská organizácia SMER - SD Nitra	SMER - SD	1797841726985468	Facebook	100_1k	100 - 1k	2	1	99998	20000	998	200
Krajská organizácia Smer-SD Bratislava	SMER - SD	1475489046003379	Facebook	100_1k	100 - 1k	2	1	99998	20000	998	200
Claudia Gamon	NEOS	447992848717452	Facebook	100_1k	100 - 1k	2	1	99998	20000	998	200
Peter Van Kemseke	Van Kemseke Peter Leo S	397455370285369	Facebook	100_1k	100 - 1k	2	1	99998	20000	998	200
Raimond Kaljulaid	Raimond Kaljulaid	1084372461606422	Facebook	100_1k	100 - 1k	2	1	99998	20000	998	200
Junge Liberale JuLis	Junge Liberale	110976485656573	Facebook	100_1k	100 - 1k	2	1	99998	20000	998	200
En Comú Podem	En Comú Podem	463627663844039	Facebook	100_1k	100 - 1k	2	1	99998	20000	998	200
Sverigedemokraterna	Sverigedemokraterna	676246449160270	Facebook	100_1k	100 - 1k	1	1	88918	44459	2058	411
Venstre, Danmarks Liberale Parti	Venstre, Danmarks Liberale Parti	21465928829	Facebook	100_1k	100 - 1k	3	1	84765	18691	824	211
Krzysztof Bosak	Konfederacja KORWiN Braun Liroy Narodowcy	141833139301	Facebook	100_1k	100 - 1k	5	1	82285	17632	227	45
Partito Democratico		AR254356072167374848	Google	100_1k	100 - 1k	17	1	79999	0	4000	400
Bogdan Rzońca	Blue Data Bay Sp. z o.o.	247239865295508	Facebook	100_1k	100 - 1k	4	1	78366	15673	181	36
Włodzimierz Cimoszewicz. Europa i Konstytucja.	KKW Koalicja Europejska PO PSL SLD .N Zieloni	1945383395767575	Facebook	100_1k	100 - 1k	3	1	73508	15877	323	134
PSD Galati	Partidul Social Democrat Galati	1585170161775563	Facebook	100_1k	100 - 1k	2	1	73259	14652	258	114
Parlamentul European, Biroul de Informare în Romania	Parlamentul European, Biroul de Informare în Romania	138896782840976	Facebook	100_1k	100 - 1k	2	1	69781	27913	97	19
PNL Oradea	PNL Oradea	304085190083197	Facebook	100_1k	100 - 1k	3	1	69781	13956	146	29
Front Europejski	Medium: agencja reklamowa	590514511295079	Facebook	100_1k	100 - 1k	4	1	62693	13714	181	36
Kristdemokraterna	Kristdemokraterna	115198178364	Facebook	100_1k	100 - 1k	3	1	61099	13886	771	154
Polski Klub Ekologiczny Koło Miejskie w Gliwicach	Maria Wanda Staniszewska	291839444209363	Facebook	100_1k	100 - 1k	3	1	58775	11755	136	27
Sylwia Spurek	KW Wiosna Roberta Biedronia 	1967695263556184	Facebook	100_1k	100 - 1k	3	1	58775	11755	136	27
