advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	spend_code_filter	spend_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament		AR345426421272805376	Google	1k_5k	1k - 5k	27	1	12392444	1239244	371773	6196
Sozialdemokratische Partei Österreichs (SPÖ)		AR520910676089110528	Google	1k_5k	1k - 5k	27	1	12351136	1234654	371773	6196
Partito Democratico		AR254356072167374848	Google	1k_5k	1k - 5k	17	1	12346546	1234654	234079	3901
OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO)		AR392996516970627072	Google	1k_5k	1k - 5k	8	1	11933464	1193346	110155	1835
Start Business Hellas Single Member P.C.		AR513164341793521664	Google	1k_5k	1k - 5k	6	1	11015506	1101550	82616	1376
Lega per Salvini Premier		AR158424507277639680	Google	1k_5k	1k - 5k	5	1	10556526	1055652	68846	1147
Green Party of England and Wales	The Green Party of England and Wales	20995300784	Facebook	1k_5k	1k - 5k	26	1	10195377	4537304	73116	17094
Sotsiaaldemokraatlik Erakond		AR61981944358895616	Google	1k_5k	1k - 5k	4	1	10097547	1009754	55077	917
Best For Britain	Best for Britain	1863944713844924	Facebook	1k_5k	1k - 5k	32	1	10022199	4351724	84403	20449
Gouvernement	Gouvernement	392341217527576	Facebook	1k_5k	1k - 5k	15	1	9399985	4300000	74985	15000
HEADS, s.r.o.		AR356967719951663104	Google	1k_5k	1k - 5k	3	1	9225486	922548	41308	688
Open Vld	Open Vld	53668151866	Facebook	1k_5k	1k - 5k	22	1	8499978	3700000	109978	22000
Avaaz	Avaaz	8340223883	Facebook	1k_5k	1k - 5k	15	1	8399985	3700000	74985	15000
Suomen Keskusta r.p.		AR441112520191639552	Google	1k_5k	1k - 5k	10	1	8307527	830752	137693	2294
Ciudadanos	Ciudadanos	74078667754	Facebook	1k_5k	1k - 5k	18	1	7699982	3400000	89982	18000
Change UK - The Independent Group	Change UK - The Independent Group	395151614382309	Facebook	1k_5k	1k - 5k	53	1	7503089	3315207	126812	32499
Alternativet		AR198061076825243648	Google	1k_5k	1k - 5k	8	1	6563405	656340	110155	1835
Partidul Naţional Liberal	Future Innovation 	181375448581167	Facebook	1k_5k	1k - 5k	11	1	6382582	3071617	15044	6791
Venstres Landsorganisation		AR283015942256984064	Google	1k_5k	1k - 5k	23	1	6012630	601263	316695	5278
Jobbik Magyarországért Mozgalom	Jobbik Magyarországért Mozgalom	287770891404	Facebook	1k_5k	1k - 5k	10	1	5636775	2654713	17447	8216
MoVimento 5 Stelle	MoVimento 5 Stelle	174457180812	Facebook	1k_5k	1k - 5k	7	1	5499993	2600000	34993	7000
Tom Van Grieken	Vlaams Belang	584806884924010	Facebook	1k_5k	1k - 5k	17	1	5499983	2350000	84983	17000
Konfederacja KORWiN Braun Liroy Narodowcy	KWW Konfederacja KORWiN Braun Liroy Narodowcy	1971966879776579	Facebook	1k_5k	1k - 5k	23	1	5402232	2436042	15015	4399
Vlaams Belang	Vlaams Belang	56605856504	Facebook	1k_5k	1k - 5k	14	1	5399986	2250000	69986	14000
Valmyndigheten	Valmyndigheten	1737852076287450	Facebook	1k_5k	1k - 5k	13	1	5359412	2457547	39344	10414
N-VA	Nieuw-Vlaamse Alliantie	334361224413	Facebook	1k_5k	1k - 5k	9	1	5299991	2600000	44991	9000
SPD		AR456734381399080960	Google	1k_5k	1k - 5k	24	1	5232365	523236	330465	5507
Sloboda a Solidarita		AR242125929453715456	Google	1k_5k	1k - 5k	4	1	5140569	514056	55077	917
Harald Vilimsky	FPÖ	547597092025909	Facebook	1k_5k	1k - 5k	11	1	5099989	2300000	54989	11000
NÁRODNÁ KOALÍCIA		AR12498698428743680	Google	1k_5k	1k - 5k	2	1	5048773	504877	27538	458
KKW Koalicja Europejska PO PSL SLD .N Zieloni		AR206097132434751488	Google	1k_5k	1k - 5k	2	1	5048773	504877	27538	458
AMERISOFT SRL		AR573801583431647232	Google	1k_5k	1k - 5k	2	1	5048773	504877	27538	458
To Potami	To Potami	240638659452549	Facebook	1k_5k	1k - 5k	6	1	4999994	2400000	29994	6000
Moderaterna	Moderaterna	7719591155	Facebook	1k_5k	1k - 5k	29	1	4942848	2213169	80491	18643
Suomen Sosialidemokraattinen Puolue - Finlands Socialdemokratiska  Parti r.p.		AR525570406367625216	Google	1k_5k	1k - 5k	13	1	4727488	472748	179001	2983
UAB "BPN LT"		AR135010682042056704	Google	1k_5k	1k - 5k	1	1	4589794	458979	13769	229
KREMSA DIGITAL s.r.o.		AR420840549432426496	Google	1k_5k	1k - 5k	1	1	4589794	458979	13769	229
Partido Socialista Obrero Español de Castilla y León		AR476313110076981248	Google	1k_5k	1k - 5k	1	1	4589794	458979	13769	229
Antikorupcija-platforma za borbu protiv korupcije		AR441827202749693952	Google	1k_5k	1k - 5k	1	1	4589794	458979	13769	229
Nye Borgerlige		AR447862147196649472	Google	1k_5k	1k - 5k	1	1	4589794	458979	13769	229
Remain United	Centrum Campaign Ltd	388121018451293	Facebook	1k_5k	1k - 5k	22	1	4572806	2068967	40417	12199
Alianța 2020 USR PLUS	Alianța 2020 USR PLUS	621574984950400	Facebook	1k_5k	1k - 5k	14	1	4505853	2090347	6830	1366
Carlo Calenda	Siamo Europei	131887960826264	Facebook	1k_5k	1k - 5k	5	1	4499995	2200000	24995	5000
ΣΥ.ΡΙΖ.Α.	ΣΥ.ΡΙΖ.Α.	31895177275	Facebook	1k_5k	1k - 5k	6	1	4499994	2100000	29994	6000
Podemos	UNIDAS PODEMOS CAMBIAR EUROPA	269212336568846	Facebook	1k_5k	1k - 5k	9	1	4499991	2200000	44991	9000
Bündnis90/ Die Grünen		AR207068276079984640	Google	1k_5k	1k - 5k	27	1	4089506	408491	371773	6196
Ομάδα Μνήμης	In Progress	230319800467420	Facebook	1k_5k	1k - 5k	5	1	3999995	1900000	24995	5000
Ciudadanos Andalucía	Ciudadanos	522336804500176	Facebook	1k_5k	1k - 5k	8	1	3899992	1700000	39992	8000
Nicola Beer	FDP	206866712830769	Facebook	1k_5k	1k - 5k	9	1	3899991	1600000	44991	9000
Caterina Cerroni	Caterina Cerroni	1618719834925589	Facebook	1k_5k	1k - 5k	5	1	3699995	1800000	24995	5000
Česká pirátská strana	Česká pirátská strana	109323929038	Facebook	1k_5k	1k - 5k	9	1	3520828	1709374	15747	7812
Matteo Salvini	Lega - Salvini Premier	252306033154	Facebook	1k_5k	1k - 5k	4	1	3499996	1700000	19996	4000
European Free Alliance	European Free Alliance	46708306425	Facebook	1k_5k	1k - 5k	7	1	3399993	1500000	34993	7000
Liberal Alliance		AR183859784640888832	Google	1k_5k	1k - 5k	10	1	3350549	335054	137693	2294
Sebastian Kurz	Volkspartei	105151752909840	Facebook	1k_5k	1k - 5k	8	1	3299992	1500000	39992	8000
Esquerra Republicana de Catalunya	Esquerra Republicana de Catalunya	150234575797	Facebook	1k_5k	1k - 5k	5	1	2999995	1300000	24995	5000
Miljöpartiet de gröna	Miljöpartiet de gröna	34780126150	Facebook	1k_5k	1k - 5k	12	1	2804792	1338527	30860	6172
ENTUSIASMO Y MUCHO VALOR, S.L.U.		AR433345570053029888	Google	1k_5k	1k - 5k	7	1	2799774	279977	96385	1606
SF - Socialistisk Folkeparti		AR76998249537339392	Google	1k_5k	1k - 5k	7	1	2799774	279977	96385	1606
Partidul Social Democrat	Partidul Social Democrat	291177524360702	Facebook	1k_5k	1k - 5k	11	1	2787125	1347112	5366	1073
Fondation Populaire		AR320938922932699136	Google	1k_5k	1k - 5k	6	1	2753876	275387	82616	1376
Open Vld		AR369049153717665792	Google	1k_5k	1k - 5k	6	1	2753876	275387	82616	1376
Thalia Buchhandlung - Thalia.de	Thalia Buchhandlung - Thalia.de	342884401877	Facebook	1k_5k	1k - 5k	9	1	2699991	1200000	44991	9000
The Labour Party	The Labour Party	25749647410	Facebook	1k_5k	1k - 5k	14	1	2585646	1170144	36018	8850
ABOUT YOU	ABOUT YOU	689801517732186	Facebook	1k_5k	1k - 5k	3	1	2499997	1200000	14997	3000
Partito Democratico	Partito Democratico	77034286895	Facebook	1k_5k	1k - 5k	3	1	2499997	1200000	14997	3000
CDU	CDU	78502295414	Facebook	1k_5k	1k - 5k	4	1	2499996	1100000	19996	4000
Angelo Ciocca	Angelo Ciocca	479212098810360	Facebook	1k_5k	1k - 5k	4	1	2499996	1100000	19996	4000
Groen	Groen	84920854319	Facebook	1k_5k	1k - 5k	5	1	2499995	1000000	24995	5000
CD&V	CD&V	52997544531	Facebook	1k_5k	1k - 5k	7	1	2499993	1050000	34993	7000
DOPRAVA		AR56197688563073024	Google	1k_5k	1k - 5k	6	1	2340795	234079	82616	1376
Giorgia Meloni	Fratelli d'Italia	38919827644	Facebook	1k_5k	1k - 5k	4	1	2199996	1000000	19996	4000
Wiosna Biedronia	KW Wiosna Roberta Biedronia	2246647628925721	Facebook	1k_5k	1k - 5k	9	1	2164871	1043332	6777	2053
Momentum Mozgalom	Momentum Mozgalom	592204747588011	Facebook	1k_5k	1k - 5k	7	1	2145743	991034	8161	3574
MSZP	MSZP	115388925185513	Facebook	1k_5k	1k - 5k	7	1	2082219	909272	8161	3574
Kyriakos Mitsotakis	ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ	34848567724	Facebook	1k_5k	1k - 5k	2	1	1999998	1000000	9998	2000
Ahora Repúblicas		578942235869606	Facebook	1k_5k	1k - 5k	2	1	1999998	1000000	9998	2000
Демократична България	Демократична България	995342840629890	Facebook	1k_5k	1k - 5k	3	1	1999997	900000	14997	3000
EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	1k_5k	1k - 5k	3	1	1999997	900000	14997	3000
Europäisches Parlament - Verbindungsbüro in Deutschland	Europäisches Parlament - Verbindungsbüro in Deutschland	294494163510	Facebook	1k_5k	1k - 5k	3	1	1999997	900000	14997	3000
Sme rodina	Sme rodina	600235073447674	Facebook	1k_5k	1k - 5k	3	1	1999997	900000	14997	3000
BÜNDNIS 90/DIE GRÜNEN	BÜNDNIS 90/DIE GRÜNEN	47217143218	Facebook	1k_5k	1k - 5k	4	1	1999996	800000	19996	4000
Partit Nazzjonalista	Partit Nazzjonalista	159249234115841	Facebook	1k_5k	1k - 5k	4	1	1999996	800000	19996	4000
Vote For Your Future	Vote For Your Future	2026046207505845	Facebook	1k_5k	1k - 5k	7	1	1939803	804916	23819	5039
ALDE - Partidul Alianta Liberalilor si Democratilor	EvolveDreamSoft	1445317929104549	Facebook	1k_5k	1k - 5k	13	1	1904532	882591	6342	1268
Perussuomalaiset r.p., Sannfinländarna r.p.		AR535217521389731840	Google	1k_5k	1k - 5k	5	1	1881815	188181	68846	1147
HOPE not hate	HOPE not hate	91897231853	Facebook	1k_5k	1k - 5k	5	1	1872676	830861	13278	3204
Parlamentul European, Biroul de Informare în Romania	Parlamentul European, Biroul de Informare în Romania	138896782840976	Facebook	1k_5k	1k - 5k	6	1	1811631	882591	2927	585
Kálmán Olga Hivatalos oldala	Kálmán Olga Hivatalos oldala	1878531865537365	Facebook	1k_5k	1k - 5k	6	1	1636779	654713	5066	2026
Liberal Democrats	the Liberal Democrats	5883973269	Facebook	1k_5k	1k - 5k	13	1	1619962	758657	20582	6860
Sverigedemokraterna	Sverigedemokraterna	676246449160270	Facebook	1k_5k	1k - 5k	10	1	1610670	694257	25716	5143
Campact e.V.	Campact e.V.	82734241364	Facebook	1k_5k	1k - 5k	3	1	1599997	750000	14997	3000
Platforma Obywatelska	KKW Koalicja Europejska PO PSL SLD .N Zieloni	102931488739	Facebook	1k_5k	1k - 5k	7	1	1586574	654184	6926	2781
Socialdemokraterna	Socialdemokraterna	8040892957	Facebook	1k_5k	1k - 5k	17	1	1527356	727581	43718	8743
Dansk Folkeparti	Dansk Folkeparti	520449347983427	Facebook	1k_5k	1k - 5k	6	1	1507738	641267	21653	4795
Più Europa	Più Europa	126662574668084	Facebook	1k_5k	1k - 5k	2	1	1499998	700000	9998	2000
Ρένα Δούρου	Ρένα Δούρου	225197477683663	Facebook	1k_5k	1k - 5k	2	1	1499998	700000	9998	2000
Silvio Berlusconi	Silvio Berlusconi	116716651695782	Facebook	1k_5k	1k - 5k	2	1	1499998	700000	9998	2000
CDA	CDA	320374518118	Facebook	1k_5k	1k - 5k	2	1	1499998	700000	9998	2000
Antanas Guoga	Lietuvos Centro Partijos rinkimų sąskaita	18276748821	Facebook	1k_5k	1k - 5k	2	1	1499998	700000	9998	2000
VVD	VVD	121264564551002	Facebook	1k_5k	1k - 5k	2	1	1499998	700000	9998	2000
Greenpeace France	Greenpeace France	39435457457	Facebook	1k_5k	1k - 5k	2	1	1499998	700000	9998	2000
European Youth Forum	European Youth Forum	80161254850	Facebook	1k_5k	1k - 5k	2	1	1499998	700000	9998	2000
Parti Populaire - Le Peuple	Parti Populaire - Le Peuple	482811111771571	Facebook	1k_5k	1k - 5k	2	1	1499998	700000	9998	2000
Peter Mertens	PVDA	236485149843971	Facebook	1k_5k	1k - 5k	3	1	1499997	600000	14997	3000
Psc Barcelona	PSC Partit dels  Socialistes de Catalunya	439957149400799	Facebook	1k_5k	1k - 5k	6	1	1499994	700000	29994	6000
Podemos Comunidad de Madrid	Unidas Podemos Izquierda Unida Madrid en Pie	261762710669900	Facebook	1k_5k	1k - 5k	6	1	1499994	700000	29994	6000
QuoteSearch.com	QuoteSearch	2235255886787452	Facebook	1k_5k	1k - 5k	6	1	1477837	606930	17096	3968
Venstre, Danmarks Liberale Parti	Venstre, Danmarks Liberale Parti	21465928829	Facebook	1k_5k	1k - 5k	9	1	1451740	659392	15477	4723
Det Konservative Folkeparti	Det Konservative Folkeparti	39233495912	Facebook	1k_5k	1k - 5k	14	1	1450789	679180	32104	8514
Sozialdemokratische Partei Österreich		AR89974685768351744	Google	1k_5k	1k - 5k	5	1	1427425	142283	68846	1147
COALICION CANARIA		AR489541609348661248	Google	1k_5k	1k - 5k	4	1	1422836	142283	55077	917
Edukacja dla Dobrego Klimatu	Wojciech Makowski	798249970192065	Facebook	1k_5k	1k - 5k	10	1	1418968	594962	6419	1981
Make.org	Make.org	122037308191612	Facebook	1k_5k	1k - 5k	4	1	1399996	600000	19996	4000
Volt Nederland		AR24721694316822528	Google	1k_5k	1k - 5k	3	1	1376938	137693	41308	688
Socialdemokratiet i Region Midtjylland		AR258908874940088320	Google	1k_5k	1k - 5k	3	1	1376938	137693	41308	688
Søren Pape Poulsen	Søren Pape Poulsen	952334508116178	Facebook	1k_5k	1k - 5k	10	1	1270760	589165	37505	8198
Adam Bielan	KW PRAWO I SPRAWIEDLIWOŚĆ	228951150597089	Facebook	1k_5k	1k - 5k	9	1	1242995	532394	5964	1890
Beate Meinl-Reisinger	NEOS	243225039137708	Facebook	1k_5k	1k - 5k	2	1	1199998	600000	9998	2000
Werner Kogler	Die Grünen	133612666671985	Facebook	1k_5k	1k - 5k	2	1	1199998	600000	9998	2000
CSU (Christlich-Soziale Union)	CSU (Christlich-Soziale Union)	81386795687	Facebook	1k_5k	1k - 5k	3	1	1199997	500000	14997	3000
FDP	FDP	21289227249	Facebook	1k_5k	1k - 5k	3	1	1199997	500000	14997	3000
Esquerra Barcelona	Esquerra Barcelona	374070875952519	Facebook	1k_5k	1k - 5k	3	1	1199997	500000	14997	3000
GroenLinks	GroenLinks	175740570505	Facebook	1k_5k	1k - 5k	3	1	1199997	500000	14997	3000
PLUS	PLUS	1903580739951981	Facebook	1k_5k	1k - 5k	3	1	1161302	557426	1463	292
Socialdemokratiet	Socialdemokratiet	41459763029	Facebook	1k_5k	1k - 5k	9	1	1127928	526432	11226	4105
Partidul Pro Romania		AR116025139887341568	Google	1k_5k	1k - 5k	6	1	1101550	110155	82616	1376
Vasile Cristian Lungu - Senator PMP	Partidul Mișcarea Populară	167669676772029	Facebook	1k_5k	1k - 5k	3	1	1046449	423226	4689	2198
Andrej Babiš	ANO	214827221987263	Facebook	1k_5k	1k - 5k	6	1	1022915	510416	4088	1983
USR Iași	Uniunea Salvați România - USR	1792449434342411	Facebook	1k_5k	1k - 5k	7	1	1010970	455486	5028	1636
Jukka Kopra		AR232680299937398784	Google	1k_5k	1k - 5k	4	1	1009754	100975	55077	917
Petteri Rädyn tukiyhdistys ry		AR427131130332839936	Google	1k_5k	1k - 5k	4	1	1009754	100975	55077	917
Ökologisch-Demokratische Partei (ÖDP)	Ökologisch-Demokratische Partei (ÖDP)	120655374567	Facebook	1k_5k	1k - 5k	1	1	999999	500000	4999	1000
Alexis Tsipras	ΣΥ.ΡΙΖ.Α.	12224403053	Facebook	1k_5k	1k - 5k	1	1	999999	500000	4999	1000
Più Europa Vercelli	Carloalberto Polidori	527235457776008	Facebook	1k_5k	1k - 5k	1	1	999999	500000	4999	1000
GRDF	GRDF	314443337102	Facebook	1k_5k	1k - 5k	1	1	999999	500000	4999	1000
Giuliano Pisapia	Giuliano Pisapia	112352038802143	Facebook	1k_5k	1k - 5k	1	1	999999	500000	4999	1000
In Progress	In Progress	254883792041627	Facebook	1k_5k	1k - 5k	1	1	999999	500000	4999	1000
Deine Würde - Eine Initiative zum 70. Jubiläum des Grundgesetzes	Deine Würde - Eine Initiative zum 70. Jubiläum des Grundgesetzes	316160725982888	Facebook	1k_5k	1k - 5k	1	1	999999	500000	4999	1000
Elke Stem Telt	Ministerie van Binnenlandse Zaken en Koninkrijksrelaties	1443518785699143	Facebook	1k_5k	1k - 5k	1	1	999999	500000	4999	1000
Volt Nederland	Volt Nederland	146644665960101	Facebook	1k_5k	1k - 5k	1	1	999999	500000	4999	1000
D66	D66	52985377549	Facebook	1k_5k	1k - 5k	1	1	999999	500000	4999	1000
Приоритети	БЗНС	1163987410423594	Facebook	1k_5k	1k - 5k	1	1	999999	500000	4999	1000
Alexander Van der Bellen	Österreichische Präsidentschaftskanzlei	138508202860897	Facebook	1k_5k	1k - 5k	1	1	999999	500000	4999	1000
Agence française pour la biodiversité	Agence française pour la biodiversité	500437833654583	Facebook	1k_5k	1k - 5k	1	1	999999	500000	4999	1000
Οι Άριστοι	In Progress	1922448441148089	Facebook	1k_5k	1k - 5k	1	1	999999	500000	4999	1000
Υπουργείο Εσωτερικών		1758118501156962	Facebook	1k_5k	1k - 5k	1	1	999999	500000	4999	1000
Referendum Commission	Referendum Commission	580832208630212	Facebook	1k_5k	1k - 5k	1	1	999999	500000	4999	1000
Matt Carthy	Carthy Matt	580216935345125	Facebook	1k_5k	1k - 5k	1	1	999999	500000	4999	1000
Pablo Iglesias	Unidas Podemos	414809308591481	Facebook	1k_5k	1k - 5k	1	1	999999	500000	4999	1000
Fără Penali în Funcții Publice	Uniunea Salvați România - USR	275621429636078	Facebook	1k_5k	1k - 5k	1	1	999999	500000	2100	1050
Calin Popescu Tariceanu	EvolveDreamSoft	227922987222524	Facebook	1k_5k	1k - 5k	1	1	999999	500000	2100	1050
Les Wallons ne sont pas des parasites.Les Belges d'abord.		159664670746380	Facebook	1k_5k	1k - 5k	1	1	999999	500000	4999	1000
Sven Giegold	Sven Giegold	1391306014465513	Facebook	1k_5k	1k - 5k	2	1	999998	400000	9998	2000
VB - nos gens d'abord	Vlaams Belang	816130908786112	Facebook	1k_5k	1k - 5k	2	1	999998	400000	9998	2000
SPÖ	SPÖ	77393060080	Facebook	1k_5k	1k - 5k	2	1	999998	400000	9998	2000
Brando Benifei	Brando Benifei	291380024325396	Facebook	1k_5k	1k - 5k	2	1	999998	400000	9998	2000
Herbert Kickl	FPÖ	1977684662509834	Facebook	1k_5k	1k - 5k	2	1	999998	400000	9998	2000
Fine Gael	Fine Gael	264172043210	Facebook	1k_5k	1k - 5k	2	1	999998	400000	9998	2000
Isa Serra	Unidas Podemos Izquierda Unida Madrid En Pie	272916416540929	Facebook	1k_5k	1k - 5k	2	1	999998	400000	9998	2000
Jesse Klaver	GroenLinks	687496011309020	Facebook	1k_5k	1k - 5k	2	1	999998	400000	9998	2000
Zuokas	LLS (liberalai)	150259975018869	Facebook	1k_5k	1k - 5k	2	1	999998	400000	9998	2000
Frances Fitzgerald	Fine Gael	302584593224671	Facebook	1k_5k	1k - 5k	2	1	999998	400000	9998	2000
Dobrev Klára	Demokratikus Koalíció	1880809845328535	Facebook	1k_5k	1k - 5k	4	1	927508	381916	3377	1350
Lietuvos Respublikos liberalų sąjūdis		AR132631338879549440	Google	1k_5k	1k - 5k	2	1	917958	91795	27538	458
Saku Petteri Räty		AR196651502918434816	Google	1k_5k	1k - 5k	2	1	917958	91795	27538	458
FDP Landesverband Saarland		AR227104401595039744	Google	1k_5k	1k - 5k	2	1	917958	91795	27538	458
Socialdemokratiet		AR237678679797268480	Google	1k_5k	1k - 5k	2	1	917958	91795	27538	458
Občanská demokratická strana		AR37429025076936704	Google	1k_5k	1k - 5k	2	1	917958	91795	27538	458
Občanska demokraticka strana		AR386241117529571328	Google	1k_5k	1k - 5k	2	1	917958	91795	27538	458
Green Party of Ireland / Comhaontas Glas		AR236111600849780736	Google	1k_5k	1k - 5k	2	1	917958	91795	27538	458
Konfederacja KORWiN Braun Liroy Narodowcy		AR316331969212317696	Google	1k_5k	1k - 5k	2	1	917958	91795	27538	458
SME RODINA - Boris Kollár		AR525909055948980224	Google	1k_5k	1k - 5k	2	1	917958	91795	27538	458
Trendmark		AR82989213519183872	Google	1k_5k	1k - 5k	2	1	917958	91795	27538	458
Nikolaj Villumsen	Nikolaj Villumsen	529124290474705	Facebook	1k_5k	1k - 5k	7	1	907183	416059	18177	4565
SPD	SPD	47930567748	Facebook	1k_5k	1k - 5k	3	1	899997	400000	14997	3000
FPÖ	FPÖ	169051073236170	Facebook	1k_5k	1k - 5k	3	1	899997	400000	14997	3000
kontrast.at	kontrast.at	1079650008770485	Facebook	1k_5k	1k - 5k	3	1	899997	400000	14997	3000
Partido Por un Mundo más Justo · M+J	Partido Por un Mundo más Justo · M+J	147468905314265	Facebook	1k_5k	1k - 5k	3	1	899997	400000	14997	3000
De Goede Zaak	DeGoedeZaak	264564577356897	Facebook	1k_5k	1k - 5k	3	1	899997	400000	14997	3000
Benjamin Dalle	Benjamin Dalle	232597487340084	Facebook	1k_5k	1k - 5k	4	1	899996	400000	19996	4000
Swatch	Swatch	297973083586150	Facebook	1k_5k	1k - 5k	4	1	896853	382432	9461	2441
SSU	SSU	45101268520	Facebook	1k_5k	1k - 5k	7	1	888645	416554	18001	3600
Norbert Hofer	FPÖ	1650580648552563	Facebook	1k_5k	1k - 5k	2	1	699998	300000	9998	2000
CDU in Niedersachsen	CDU in Niedersachsen	109460782417586	Facebook	1k_5k	1k - 5k	2	1	699998	300000	9998	2000
Perussuomalaiset	Perussuomalaiset	181106108341	Facebook	1k_5k	1k - 5k	2	1	699998	300000	9998	2000
Junge Liberale JuLis	Junge Liberale	110976485656573	Facebook	1k_5k	1k - 5k	2	1	699998	300000	9998	2000
Elio Di Rupo	Parti Socialiste (PS)	16301530829	Facebook	1k_5k	1k - 5k	2	1	699998	300000	9998	2000
Partei der Humanisten	Partei der Humanisten	499613946840551	Facebook	1k_5k	1k - 5k	2	1	699998	300000	9998	2000
Hilde Crevits	Hilde Crevits	384632394957341	Facebook	1k_5k	1k - 5k	2	1	699998	300000	9998	2000
Luke 'Ming' Flanagan MEP	Luke 'Ming' Flanagan MEP	182354901841834	Facebook	1k_5k	1k - 5k	2	1	699998	300000	9998	2000
Vänsterpartiet Göteborg	Vänsterpartiet Göteborg	175873745789190	Facebook	1k_5k	1k - 5k	3	1	666485	277702	7715	1543
Vlaams Belang Brussel	Vlaams Belang	499682940133305	Facebook	1k_5k	1k - 5k	5	1	649995	310000	24995	5000
3F - Danmarks Stærkeste Fagforening	3F - Danmarks Stærkeste Fagforening	109012749124622	Facebook	1k_5k	1k - 5k	3	1	641265	283099	10826	2397
Ali Aminali	Det Konservative Folkeparti	1452133531486822	Facebook	1k_5k	1k - 5k	5	1	612318	242575	12376	3173
Der er noget, der ikke stemmer	The Brand Agency ApS	607503123085160	Facebook	1k_5k	1k - 5k	3	1	606909	265921	6575	1780
People's Vote UK	People's Vote	748608695327755	Facebook	1k_5k	1k - 5k	6	1	606359	291336	14191	3661
Joseph Muscat	Partit Laburista	63887949740	Facebook	1k_5k	1k - 5k	2	1	599998	250000	9998	2000
Dries Van Langenhove	Vlaams Belang	1585072555117186	Facebook	1k_5k	1k - 5k	3	1	599997	300000	14997	3000
Die Grünen	Die Grünen	21759893033	Facebook	1k_5k	1k - 5k	3	1	599997	300000	14997	3000
Exit from Brexit	the Liberal Democrats	1600429670027154	Facebook	1k_5k	1k - 5k	7	1	552768	276387	6390	3198
Jakab Péter	Jobbik Magyarországért Mozgalom	781150971947219	Facebook	1k_5k	1k - 5k	2	1	545593	218237	1688	675
Linea Søgaard-Lidell	Søgaard-Lidell Linea	1002755833225691	Facebook	1k_5k	1k - 5k	2	1	525483	225207	10051	2010
