media_code_filter	media_label_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
text	Text	Sloboda a Solidarita ( SaS )		AR185084640594231296	Google	3	1	30000	0	150	0
text	Text	Česká Produkční Social Media s.r.o.		AR561937852967944192	Google	3	1	30000	0	150	0
text	Text	Dansk Folkeparti - Århus Lokalforening		AR167070242084749312	Google	2	1	20000	0	100	0
text	Text	Euroopassa Suomen Tähden ry		AR176823734856843264	Google	2	1	20000	0	100	0
text	Text	Fondation Populaire		AR320938922932699136	Google	2	1	20000	0	100	0
text	Text	DOPRAVA		AR56197688563073024	Google	2	1	20000	0	100	0
text	Text	Uusmaalaisten puolesta ry		AR139371345157816320	Google	1	1	10000	0	50	0
text	Text	GroenLinks		AR148211418645135360	Google	1	1	10000	0	50	0
text	Text	Partidul Uniunea Salvati Romania		AR150822483883196416	Google	1	1	10000	0	50	0
text	Text	Tėvynės Sąjunga – Lietuvos krikščionys demokratai		AR186518403756851200	Google	1	1	10000	0	50	0
text	Text	Volt Nederland		AR24721694316822528	Google	1	1	10000	0	50	0
text	Text	Kristdemokraterna		AR332197922001125376	Google	1	1	10000	0	50	0
text	Text	Pirkanmaan Kokoomus ry		AR571246318408695808	Google	1	1	10000	0	50	0
